PRESSURE;INDEX_I;TIME_INDEX;DATES
40.53734;115.0;4;02.Jan.2027
40.53734;116.0;4;02.Jan.2027
40.53734;117.0;4;02.Jan.2027
40.53734;118.0;4;02.Jan.2027
40.53734;119.0;4;02.Jan.2027
40.53734;120.0;4;02.Jan.2027
40.53734;121.0;4;02.Jan.2027
40.53734;122.0;4;02.Jan.2027
40.53734;123.0;4;02.Jan.2027
40.53734;124.0;4;02.Jan.2027
40.53734;125.0;4;02.Jan.2027
40.53734;126.0;4;02.Jan.2027
40.53734;127.0;4;02.Jan.2027
40.53734;128.0;4;02.Jan.2027
40.53734;129.0;4;02.Jan.2027
40.53734;130.0;4;02.Jan.2027
40.53734;131.0;4;02.Jan.2027
40.53734;132.0;4;02.Jan.2027
40.53734;133.0;4;02.Jan.2027
40.53734;134.0;4;02.Jan.2027
40.53734;135.0;4;02.Jan.2027
40.53734;136.0;4;02.Jan.2027
40.53734;137.0;4;02.Jan.2027
40.53734;138.0;4;02.Jan.2027
40.53734;139.0;4;02.Jan.2027
40.53734;140.0;4;02.Jan.2027
40.53734;141.0;4;02.Jan.2027
40.53734;142.0;4;02.Jan.2027
40.53734;143.0;4;02.Jan.2027
40.53734;144.0;4;02.Jan.2027
40.53734;145.0;4;02.Jan.2027
40.53734;146.0;4;02.Jan.2027
40.53734;147.0;4;02.Jan.2027
40.53734;148.0;4;02.Jan.2027
40.53734;149.0;4;02.Jan.2027
40.53734;150.0;4;02.Jan.2027
40.53734;151.0;4;02.Jan.2027
40.53734;152.0;4;02.Jan.2027
40.53734;153.0;4;02.Jan.2027
40.53734;154.0;4;02.Jan.2027
40.53734;155.0;4;02.Jan.2027
40.53734;156.0;4;02.Jan.2027
40.53734;157.0;4;02.Jan.2027
40.53734;158.0;4;02.Jan.2027
40.53734;159.0;4;02.Jan.2027
40.53734;160.0;4;02.Jan.2027
40.53734;161.0;4;02.Jan.2027
40.53734;162.0;4;02.Jan.2027
40.53734;163.0;4;02.Jan.2027
40.53734;164.0;4;02.Jan.2027
40.53734;165.0;4;02.Jan.2027
40.53734;166.0;4;02.Jan.2027
40.53734;167.0;4;02.Jan.2027
40.53734;168.0;4;02.Jan.2027
40.53734;169.0;4;02.Jan.2027
40.53734;170.0;4;02.Jan.2027
40.53734;171.0;4;02.Jan.2027
40.53734;172.0;4;02.Jan.2027
40.53734;173.0;4;02.Jan.2027
40.53734;174.0;4;02.Jan.2027
40.53734;175.0;4;02.Jan.2027
40.53734;176.0;4;02.Jan.2027
40.53734;177.0;4;02.Jan.2027
40.53734;178.0;4;02.Jan.2027
40.53734;179.0;4;02.Jan.2027
40.53734;180.0;4;02.Jan.2027
40.53734;181.0;4;02.Jan.2027
40.53734;182.0;4;02.Jan.2027
40.53734;183.0;4;02.Jan.2027
40.53734;184.0;4;02.Jan.2027
40.53734;185.0;4;02.Jan.2027
40.53734;186.0;4;02.Jan.2027
40.53734;187.0;4;02.Jan.2027
40.53734;188.0;4;02.Jan.2027
40.53734;189.0;4;02.Jan.2027
40.53734;190.0;4;02.Jan.2027
40.53734;191.0;4;02.Jan.2027
40.53734;192.0;4;02.Jan.2027
40.53734;193.0;4;02.Jan.2027
40.53734;194.0;4;02.Jan.2027
40.53734;195.0;4;02.Jan.2027
40.53734;196.0;4;02.Jan.2027
40.53734;197.0;4;02.Jan.2027
40.53734;198.0;4;02.Jan.2027
40.53734;199.0;4;02.Jan.2027
40.53734;200.0;4;02.Jan.2027
