XMF1;INDEX_I;TIME_INDEX;DATES
0.9978;63.0;1;04.Jan.2022
0.99734;64.0;1;04.Jan.2022
0.99679;65.0;1;04.Jan.2022
0.99612;66.0;1;04.Jan.2022
0.99533;67.0;1;04.Jan.2022
0.99439;68.0;1;04.Jan.2022
0.99327;69.0;1;04.Jan.2022
0.99194;70.0;1;04.Jan.2022
0.99037;71.0;1;04.Jan.2022
0.98851;72.0;1;04.Jan.2022
0.98632;73.0;1;04.Jan.2022
0.98376;74.0;1;04.Jan.2022
0.98076;75.0;1;04.Jan.2022
0.97725;76.0;1;04.Jan.2022
0.97318;77.0;1;04.Jan.2022
0.96846;78.0;1;04.Jan.2022
0.96301;79.0;1;04.Jan.2022
0.95673;80.0;1;04.Jan.2022
0.94954;81.0;1;04.Jan.2022
0.94134;82.0;1;04.Jan.2022
0.93201;83.0;1;04.Jan.2022
0.92146;84.0;1;04.Jan.2022
0.90958;85.0;1;04.Jan.2022
0.89626;86.0;1;04.Jan.2022
0.88141;87.0;1;04.Jan.2022
0.86495;88.0;1;04.Jan.2022
0.8468;89.0;1;04.Jan.2022
0.8269;90.0;1;04.Jan.2022
0.80523;91.0;1;04.Jan.2022
0.78177;92.0;1;04.Jan.2022
0.75656;93.0;1;04.Jan.2022
0.72963;94.0;1;04.Jan.2022
0.70109;95.0;1;04.Jan.2022
0.67107;96.0;1;04.Jan.2022
0.63973;97.0;1;04.Jan.2022
0.60727;98.0;1;04.Jan.2022
0.57393;99.0;1;04.Jan.2022
0.53996;100.0;1;04.Jan.2022
0.50563;101.0;1;04.Jan.2022
0.47123;102.0;1;04.Jan.2022
0.43706;103.0;1;04.Jan.2022
0.4034;104.0;1;04.Jan.2022
0.37052;105.0;1;04.Jan.2022
0.33866;106.0;1;04.Jan.2022
0.30804;107.0;1;04.Jan.2022
0.27885;108.0;1;04.Jan.2022
0.25123;109.0;1;04.Jan.2022
0.22531;110.0;1;04.Jan.2022
0.20114;111.0;1;04.Jan.2022
0.17877;112.0;1;04.Jan.2022
0.1582;113.0;1;04.Jan.2022
0.13942;114.0;1;04.Jan.2022
0.12237;115.0;1;04.Jan.2022
0.10698;116.0;1;04.Jan.2022
0.09318;117.0;1;04.Jan.2022
0.08086;118.0;1;04.Jan.2022
0.06993;119.0;1;04.Jan.2022
0.06027;120.0;1;04.Jan.2022
0.05178;121.0;1;04.Jan.2022
0.04435;122.0;1;04.Jan.2022
0.03787;123.0;1;04.Jan.2022
0.03224;124.0;1;04.Jan.2022
0.02738;125.0;1;04.Jan.2022
0.02319;126.0;1;04.Jan.2022
0.01959;127.0;1;04.Jan.2022
0.01651;128.0;1;04.Jan.2022
0.01388;129.0;1;04.Jan.2022
0.01164;130.0;1;04.Jan.2022
0.00975;131.0;1;04.Jan.2022
0.00814;132.0;1;04.Jan.2022
0.00679;133.0;1;04.Jan.2022
0.00565;134.0;1;04.Jan.2022
0.0047;135.0;1;04.Jan.2022
0.00389;136.0;1;04.Jan.2022
0.00322;137.0;1;04.Jan.2022
0.00267;138.0;1;04.Jan.2022
0.0022;139.0;1;04.Jan.2022
0.00181;140.0;1;04.Jan.2022
0.00149;141.0;1;04.Jan.2022
0.00123;142.0;1;04.Jan.2022
0.00101;143.0;1;04.Jan.2022
0.00083;144.0;1;04.Jan.2022
0.00068;145.0;1;04.Jan.2022
0.00055;146.0;1;04.Jan.2022
0.00045;147.0;1;04.Jan.2022
0.00037;148.0;1;04.Jan.2022
0.0003;149.0;1;04.Jan.2022
0.00025;150.0;1;04.Jan.2022
0.0002;151.0;1;04.Jan.2022
0.00016;152.0;1;04.Jan.2022
0.00013;153.0;1;04.Jan.2022
0.00011;154.0;1;04.Jan.2022
9e-05;155.0;1;04.Jan.2022
7e-05;156.0;1;04.Jan.2022
6e-05;157.0;1;04.Jan.2022
5e-05;158.0;1;04.Jan.2022
4e-05;159.0;1;04.Jan.2022
3e-05;160.0;1;04.Jan.2022
2e-05;161.0;1;04.Jan.2022
2e-05;162.0;1;04.Jan.2022
2e-05;163.0;1;04.Jan.2022
1e-05;164.0;1;04.Jan.2022
1e-05;165.0;1;04.Jan.2022
1e-05;166.0;1;04.Jan.2022
1e-05;167.0;1;04.Jan.2022
1e-05;168.0;1;04.Jan.2022
0.0;169.0;1;04.Jan.2022
0.0;170.0;1;04.Jan.2022
0.0;171.0;1;04.Jan.2022
0.0;172.0;1;04.Jan.2022
0.0;173.0;1;04.Jan.2022
0.0;174.0;1;04.Jan.2022
0.0;175.0;1;04.Jan.2022
0.0;176.0;1;04.Jan.2022
0.0;177.0;1;04.Jan.2022
0.0;178.0;1;04.Jan.2022
0.0;179.0;1;04.Jan.2022
0.0;180.0;1;04.Jan.2022
0.0;181.0;1;04.Jan.2022
0.0;182.0;1;04.Jan.2022
0.0;183.0;1;04.Jan.2022
0.0;184.0;1;04.Jan.2022
0.0;185.0;1;04.Jan.2022
0.0;186.0;1;04.Jan.2022
0.0;187.0;1;04.Jan.2022
0.0;188.0;1;04.Jan.2022
0.0;189.0;1;04.Jan.2022
0.0;190.0;1;04.Jan.2022
0.0;191.0;1;04.Jan.2022
0.0;192.0;1;04.Jan.2022
0.0;193.0;1;04.Jan.2022
0.0;194.0;1;04.Jan.2022
0.0;195.0;1;04.Jan.2022
0.0;196.0;1;04.Jan.2022
0.0;197.0;1;04.Jan.2022
0.0;198.0;1;04.Jan.2022
0.0;199.0;1;04.Jan.2022
0.0;200.0;1;04.Jan.2022
0.97682;1.0;2;01.Feb.2022
0.97677;2.0;2;01.Feb.2022
0.97666;3.0;2;01.Feb.2022
0.97649;4.0;2;01.Feb.2022
0.97627;5.0;2;01.Feb.2022
0.97599;6.0;2;01.Feb.2022
0.97565;7.0;2;01.Feb.2022
0.97526;8.0;2;01.Feb.2022
0.97481;9.0;2;01.Feb.2022
0.9743;10.0;2;01.Feb.2022
0.97373;11.0;2;01.Feb.2022
0.9731;12.0;2;01.Feb.2022
0.97241;13.0;2;01.Feb.2022
0.97166;14.0;2;01.Feb.2022
0.97085;15.0;2;01.Feb.2022
0.96998;16.0;2;01.Feb.2022
0.96904;17.0;2;01.Feb.2022
0.96803;18.0;2;01.Feb.2022
0.96696;19.0;2;01.Feb.2022
0.96582;20.0;2;01.Feb.2022
0.96461;21.0;2;01.Feb.2022
0.96334;22.0;2;01.Feb.2022
0.96198;23.0;2;01.Feb.2022
0.96056;24.0;2;01.Feb.2022
0.95906;25.0;2;01.Feb.2022
0.95748;26.0;2;01.Feb.2022
0.95582;27.0;2;01.Feb.2022
0.95409;28.0;2;01.Feb.2022
0.95227;29.0;2;01.Feb.2022
0.95036;30.0;2;01.Feb.2022
0.94837;31.0;2;01.Feb.2022
0.9463;32.0;2;01.Feb.2022
0.94413;33.0;2;01.Feb.2022
0.94187;34.0;2;01.Feb.2022
0.93952;35.0;2;01.Feb.2022
0.93707;36.0;2;01.Feb.2022
0.93452;37.0;2;01.Feb.2022
0.93188;38.0;2;01.Feb.2022
0.92913;39.0;2;01.Feb.2022
0.92627;40.0;2;01.Feb.2022
0.92331;41.0;2;01.Feb.2022
0.92024;42.0;2;01.Feb.2022
0.91706;43.0;2;01.Feb.2022
0.91377;44.0;2;01.Feb.2022
0.91036;45.0;2;01.Feb.2022
0.90683;46.0;2;01.Feb.2022
0.90319;47.0;2;01.Feb.2022
0.89942;48.0;2;01.Feb.2022
0.89553;49.0;2;01.Feb.2022
0.89151;50.0;2;01.Feb.2022
0.88737;51.0;2;01.Feb.2022
0.8831;52.0;2;01.Feb.2022
0.8787;53.0;2;01.Feb.2022
0.87416;54.0;2;01.Feb.2022
0.86949;55.0;2;01.Feb.2022
0.86469;56.0;2;01.Feb.2022
0.85974;57.0;2;01.Feb.2022
0.85466;58.0;2;01.Feb.2022
0.84944;59.0;2;01.Feb.2022
0.84408;60.0;2;01.Feb.2022
0.83857;61.0;2;01.Feb.2022
0.83292;62.0;2;01.Feb.2022
0.82713;63.0;2;01.Feb.2022
0.8212;64.0;2;01.Feb.2022
0.81512;65.0;2;01.Feb.2022
0.8089;66.0;2;01.Feb.2022
0.80253;67.0;2;01.Feb.2022
0.79602;68.0;2;01.Feb.2022
0.78936;69.0;2;01.Feb.2022
0.78256;70.0;2;01.Feb.2022
0.77562;71.0;2;01.Feb.2022
0.76854;72.0;2;01.Feb.2022
0.76132;73.0;2;01.Feb.2022
0.75395;74.0;2;01.Feb.2022
0.74645;75.0;2;01.Feb.2022
0.73882;76.0;2;01.Feb.2022
0.73105;77.0;2;01.Feb.2022
0.72315;78.0;2;01.Feb.2022
0.71512;79.0;2;01.Feb.2022
0.70697;80.0;2;01.Feb.2022
0.69869;81.0;2;01.Feb.2022
0.6903;82.0;2;01.Feb.2022
0.68179;83.0;2;01.Feb.2022
0.67317;84.0;2;01.Feb.2022
0.66444;85.0;2;01.Feb.2022
0.65561;86.0;2;01.Feb.2022
0.64668;87.0;2;01.Feb.2022
0.63765;88.0;2;01.Feb.2022
0.62854;89.0;2;01.Feb.2022
0.61934;90.0;2;01.Feb.2022
0.61006;91.0;2;01.Feb.2022
0.60071;92.0;2;01.Feb.2022
0.59129;93.0;2;01.Feb.2022
0.58181;94.0;2;01.Feb.2022
0.57228;95.0;2;01.Feb.2022
0.5627;96.0;2;01.Feb.2022
0.55307;97.0;2;01.Feb.2022
0.5434;98.0;2;01.Feb.2022
0.53371;99.0;2;01.Feb.2022
0.52399;100.0;2;01.Feb.2022
0.51426;101.0;2;01.Feb.2022
0.50451;102.0;2;01.Feb.2022
0.49476;103.0;2;01.Feb.2022
0.48501;104.0;2;01.Feb.2022
0.47528;105.0;2;01.Feb.2022
0.46556;106.0;2;01.Feb.2022
0.45586;107.0;2;01.Feb.2022
0.44619;108.0;2;01.Feb.2022
0.43656;109.0;2;01.Feb.2022
0.42698;110.0;2;01.Feb.2022
0.41744;111.0;2;01.Feb.2022
0.40796;112.0;2;01.Feb.2022
0.39854;113.0;2;01.Feb.2022
0.38919;114.0;2;01.Feb.2022
0.37991;115.0;2;01.Feb.2022
0.37071;116.0;2;01.Feb.2022
0.3616;117.0;2;01.Feb.2022
0.35257;118.0;2;01.Feb.2022
0.34364;119.0;2;01.Feb.2022
0.33481;120.0;2;01.Feb.2022
0.32609;121.0;2;01.Feb.2022
0.31747;122.0;2;01.Feb.2022
0.30897;123.0;2;01.Feb.2022
0.30058;124.0;2;01.Feb.2022
0.29231;125.0;2;01.Feb.2022
0.28417;126.0;2;01.Feb.2022
0.27615;127.0;2;01.Feb.2022
0.26826;128.0;2;01.Feb.2022
0.26051;129.0;2;01.Feb.2022
0.25289;130.0;2;01.Feb.2022
0.2454;131.0;2;01.Feb.2022
0.23806;132.0;2;01.Feb.2022
0.23085;133.0;2;01.Feb.2022
0.22379;134.0;2;01.Feb.2022
0.21687;135.0;2;01.Feb.2022
0.2101;136.0;2;01.Feb.2022
0.20346;137.0;2;01.Feb.2022
0.19698;138.0;2;01.Feb.2022
0.19064;139.0;2;01.Feb.2022
0.18444;140.0;2;01.Feb.2022
0.17839;141.0;2;01.Feb.2022
0.17249;142.0;2;01.Feb.2022
0.16673;143.0;2;01.Feb.2022
0.16112;144.0;2;01.Feb.2022
0.15565;145.0;2;01.Feb.2022
0.15033;146.0;2;01.Feb.2022
0.14514;147.0;2;01.Feb.2022
0.1401;148.0;2;01.Feb.2022
0.1352;149.0;2;01.Feb.2022
0.13044;150.0;2;01.Feb.2022
0.12581;151.0;2;01.Feb.2022
0.12132;152.0;2;01.Feb.2022
0.11696;153.0;2;01.Feb.2022
0.11273;154.0;2;01.Feb.2022
0.10864;155.0;2;01.Feb.2022
0.10467;156.0;2;01.Feb.2022
0.10083;157.0;2;01.Feb.2022
0.09712;158.0;2;01.Feb.2022
0.09353;159.0;2;01.Feb.2022
0.09006;160.0;2;01.Feb.2022
0.0867;161.0;2;01.Feb.2022
0.08347;162.0;2;01.Feb.2022
0.08035;163.0;2;01.Feb.2022
0.07734;164.0;2;01.Feb.2022
0.07444;165.0;2;01.Feb.2022
0.07165;166.0;2;01.Feb.2022
0.06896;167.0;2;01.Feb.2022
0.06638;168.0;2;01.Feb.2022
0.06391;169.0;2;01.Feb.2022
0.06153;170.0;2;01.Feb.2022
0.05925;171.0;2;01.Feb.2022
0.05707;172.0;2;01.Feb.2022
0.05498;173.0;2;01.Feb.2022
0.05298;174.0;2;01.Feb.2022
0.05107;175.0;2;01.Feb.2022
0.04926;176.0;2;01.Feb.2022
0.04753;177.0;2;01.Feb.2022
0.04588;178.0;2;01.Feb.2022
0.04432;179.0;2;01.Feb.2022
0.04284;180.0;2;01.Feb.2022
0.04144;181.0;2;01.Feb.2022
0.04012;182.0;2;01.Feb.2022
0.03888;183.0;2;01.Feb.2022
0.03772;184.0;2;01.Feb.2022
0.03663;185.0;2;01.Feb.2022
0.03561;186.0;2;01.Feb.2022
0.03467;187.0;2;01.Feb.2022
0.0338;188.0;2;01.Feb.2022
0.033;189.0;2;01.Feb.2022
0.03227;190.0;2;01.Feb.2022
0.0316;191.0;2;01.Feb.2022
0.03101;192.0;2;01.Feb.2022
0.03049;193.0;2;01.Feb.2022
0.03003;194.0;2;01.Feb.2022
0.02963;195.0;2;01.Feb.2022
0.02931;196.0;2;01.Feb.2022
0.02905;197.0;2;01.Feb.2022
0.02885;198.0;2;01.Feb.2022
0.02872;199.0;2;01.Feb.2022
0.02866;200.0;2;01.Feb.2022
0.55552;1.0;3;02.Jan.2023
0.55552;2.0;3;02.Jan.2023
0.5555;3.0;3;02.Jan.2023
0.55547;4.0;3;02.Jan.2023
0.55543;5.0;3;02.Jan.2023
0.55539;6.0;3;02.Jan.2023
0.55533;7.0;3;02.Jan.2023
0.55527;8.0;3;02.Jan.2023
0.55519;9.0;3;02.Jan.2023
0.55511;10.0;3;02.Jan.2023
0.55502;11.0;3;02.Jan.2023
0.55492;12.0;3;02.Jan.2023
0.55481;13.0;3;02.Jan.2023
0.55469;14.0;3;02.Jan.2023
0.55456;15.0;3;02.Jan.2023
0.55443;16.0;3;02.Jan.2023
0.55428;17.0;3;02.Jan.2023
0.55413;18.0;3;02.Jan.2023
0.55397;19.0;3;02.Jan.2023
0.55379;20.0;3;02.Jan.2023
0.55361;21.0;3;02.Jan.2023
0.55342;22.0;3;02.Jan.2023
0.55323;23.0;3;02.Jan.2023
0.55302;24.0;3;02.Jan.2023
0.55281;25.0;3;02.Jan.2023
0.55258;26.0;3;02.Jan.2023
0.55235;27.0;3;02.Jan.2023
0.55211;28.0;3;02.Jan.2023
0.55186;29.0;3;02.Jan.2023
0.5516;30.0;3;02.Jan.2023
0.55134;31.0;3;02.Jan.2023
0.55107;32.0;3;02.Jan.2023
0.55079;33.0;3;02.Jan.2023
0.5505;34.0;3;02.Jan.2023
0.5502;35.0;3;02.Jan.2023
0.5499;36.0;3;02.Jan.2023
0.54958;37.0;3;02.Jan.2023
0.54926;38.0;3;02.Jan.2023
0.54893;39.0;3;02.Jan.2023
0.5486;40.0;3;02.Jan.2023
0.54826;41.0;3;02.Jan.2023
0.54791;42.0;3;02.Jan.2023
0.54755;43.0;3;02.Jan.2023
0.54719;44.0;3;02.Jan.2023
0.54682;45.0;3;02.Jan.2023
0.54644;46.0;3;02.Jan.2023
0.54605;47.0;3;02.Jan.2023
0.54566;48.0;3;02.Jan.2023
0.54526;49.0;3;02.Jan.2023
0.54486;50.0;3;02.Jan.2023
0.54445;51.0;3;02.Jan.2023
0.54403;52.0;3;02.Jan.2023
0.5436;53.0;3;02.Jan.2023
0.54317;54.0;3;02.Jan.2023
0.54274;55.0;3;02.Jan.2023
0.5423;56.0;3;02.Jan.2023
0.54185;57.0;3;02.Jan.2023
0.54139;58.0;3;02.Jan.2023
0.54093;59.0;3;02.Jan.2023
0.54047;60.0;3;02.Jan.2023
0.54;61.0;3;02.Jan.2023
0.53952;62.0;3;02.Jan.2023
0.53904;63.0;3;02.Jan.2023
0.53856;64.0;3;02.Jan.2023
0.53807;65.0;3;02.Jan.2023
0.53757;66.0;3;02.Jan.2023
0.53707;67.0;3;02.Jan.2023
0.53657;68.0;3;02.Jan.2023
0.53606;69.0;3;02.Jan.2023
0.53555;70.0;3;02.Jan.2023
0.53503;71.0;3;02.Jan.2023
0.53451;72.0;3;02.Jan.2023
0.53398;73.0;3;02.Jan.2023
0.53346;74.0;3;02.Jan.2023
0.53292;75.0;3;02.Jan.2023
0.53239;76.0;3;02.Jan.2023
0.53185;77.0;3;02.Jan.2023
0.53131;78.0;3;02.Jan.2023
0.53076;79.0;3;02.Jan.2023
0.53021;80.0;3;02.Jan.2023
0.52966;81.0;3;02.Jan.2023
0.52911;82.0;3;02.Jan.2023
0.52855;83.0;3;02.Jan.2023
0.52799;84.0;3;02.Jan.2023
0.52743;85.0;3;02.Jan.2023
0.52687;86.0;3;02.Jan.2023
0.5263;87.0;3;02.Jan.2023
0.52573;88.0;3;02.Jan.2023
0.52516;89.0;3;02.Jan.2023
0.52459;90.0;3;02.Jan.2023
0.52402;91.0;3;02.Jan.2023
0.52345;92.0;3;02.Jan.2023
0.52287;93.0;3;02.Jan.2023
0.5223;94.0;3;02.Jan.2023
0.52172;95.0;3;02.Jan.2023
0.52114;96.0;3;02.Jan.2023
0.52056;97.0;3;02.Jan.2023
0.51998;98.0;3;02.Jan.2023
0.5194;99.0;3;02.Jan.2023
0.51883;100.0;3;02.Jan.2023
0.51825;101.0;3;02.Jan.2023
0.51767;102.0;3;02.Jan.2023
0.51709;103.0;3;02.Jan.2023
0.51651;104.0;3;02.Jan.2023
0.51593;105.0;3;02.Jan.2023
0.51535;106.0;3;02.Jan.2023
0.51478;107.0;3;02.Jan.2023
0.5142;108.0;3;02.Jan.2023
0.51362;109.0;3;02.Jan.2023
0.51305;110.0;3;02.Jan.2023
