XMF1;INDEX_I;TIME_INDEX;DATES
0.51248;111.0;3;02.Jan.2023
0.51191;112.0;3;02.Jan.2023
0.51134;113.0;3;02.Jan.2023
0.51077;114.0;3;02.Jan.2023
0.5102;115.0;3;02.Jan.2023
0.50964;116.0;3;02.Jan.2023
0.50908;117.0;3;02.Jan.2023
0.50852;118.0;3;02.Jan.2023
0.50796;119.0;3;02.Jan.2023
0.50741;120.0;3;02.Jan.2023
0.50685;121.0;3;02.Jan.2023
0.5063;122.0;3;02.Jan.2023
0.50576;123.0;3;02.Jan.2023
0.50522;124.0;3;02.Jan.2023
0.50468;125.0;3;02.Jan.2023
0.50414;126.0;3;02.Jan.2023
0.50361;127.0;3;02.Jan.2023
0.50308;128.0;3;02.Jan.2023
0.50255;129.0;3;02.Jan.2023
0.50203;130.0;3;02.Jan.2023
0.50151;131.0;3;02.Jan.2023
0.501;132.0;3;02.Jan.2023
0.50049;133.0;3;02.Jan.2023
0.49998;134.0;3;02.Jan.2023
0.49948;135.0;3;02.Jan.2023
0.49899;136.0;3;02.Jan.2023
0.4985;137.0;3;02.Jan.2023
0.49801;138.0;3;02.Jan.2023
0.49753;139.0;3;02.Jan.2023
0.49705;140.0;3;02.Jan.2023
0.49658;141.0;3;02.Jan.2023
0.49612;142.0;3;02.Jan.2023
0.49566;143.0;3;02.Jan.2023
0.4952;144.0;3;02.Jan.2023
0.49475;145.0;3;02.Jan.2023
0.49431;146.0;3;02.Jan.2023
0.49387;147.0;3;02.Jan.2023
0.49344;148.0;3;02.Jan.2023
0.49302;149.0;3;02.Jan.2023
0.4926;150.0;3;02.Jan.2023
0.49219;151.0;3;02.Jan.2023
0.49178;152.0;3;02.Jan.2023
0.49138;153.0;3;02.Jan.2023
0.49099;154.0;3;02.Jan.2023
0.4906;155.0;3;02.Jan.2023
0.49022;156.0;3;02.Jan.2023
0.48985;157.0;3;02.Jan.2023
0.48949;158.0;3;02.Jan.2023
0.48913;159.0;3;02.Jan.2023
0.48878;160.0;3;02.Jan.2023
0.48843;161.0;3;02.Jan.2023
0.4881;162.0;3;02.Jan.2023
0.48777;163.0;3;02.Jan.2023
0.48745;164.0;3;02.Jan.2023
0.48714;165.0;3;02.Jan.2023
0.48683;166.0;3;02.Jan.2023
0.48653;167.0;3;02.Jan.2023
0.48624;168.0;3;02.Jan.2023
0.48596;169.0;3;02.Jan.2023
0.48569;170.0;3;02.Jan.2023
0.48542;171.0;3;02.Jan.2023
0.48516;172.0;3;02.Jan.2023
0.48491;173.0;3;02.Jan.2023
0.48467;174.0;3;02.Jan.2023
0.48444;175.0;3;02.Jan.2023
0.48422;176.0;3;02.Jan.2023
0.484;177.0;3;02.Jan.2023
0.48379;178.0;3;02.Jan.2023
0.4836;179.0;3;02.Jan.2023
0.48341;180.0;3;02.Jan.2023
0.48323;181.0;3;02.Jan.2023
0.48305;182.0;3;02.Jan.2023
0.48289;183.0;3;02.Jan.2023
0.48274;184.0;3;02.Jan.2023
0.48259;185.0;3;02.Jan.2023
0.48245;186.0;3;02.Jan.2023
0.48232;187.0;3;02.Jan.2023
0.48221;188.0;3;02.Jan.2023
0.4821;189.0;3;02.Jan.2023
0.482;190.0;3;02.Jan.2023
0.4819;191.0;3;02.Jan.2023
0.48182;192.0;3;02.Jan.2023
0.48175;193.0;3;02.Jan.2023
0.48168;194.0;3;02.Jan.2023
0.48163;195.0;3;02.Jan.2023
0.48158;196.0;3;02.Jan.2023
0.48154;197.0;3;02.Jan.2023
0.48152;198.0;3;02.Jan.2023
0.4815;199.0;3;02.Jan.2023
0.48149;200.0;3;02.Jan.2023
0.51993;1.0;4;02.Jan.2027
0.51993;2.0;4;02.Jan.2027
0.51993;3.0;4;02.Jan.2027
0.51993;4.0;4;02.Jan.2027
0.51993;5.0;4;02.Jan.2027
0.51993;6.0;4;02.Jan.2027
0.51993;7.0;4;02.Jan.2027
0.51992;8.0;4;02.Jan.2027
0.51992;9.0;4;02.Jan.2027
0.51992;10.0;4;02.Jan.2027
0.51992;11.0;4;02.Jan.2027
0.51992;12.0;4;02.Jan.2027
0.51991;13.0;4;02.Jan.2027
0.51991;14.0;4;02.Jan.2027
0.51991;15.0;4;02.Jan.2027
0.5199;16.0;4;02.Jan.2027
0.5199;17.0;4;02.Jan.2027
0.5199;18.0;4;02.Jan.2027
0.51989;19.0;4;02.Jan.2027
0.51989;20.0;4;02.Jan.2027
0.51988;21.0;4;02.Jan.2027
0.51988;22.0;4;02.Jan.2027
0.51988;23.0;4;02.Jan.2027
0.51987;24.0;4;02.Jan.2027
0.51987;25.0;4;02.Jan.2027
0.51986;26.0;4;02.Jan.2027
0.51985;27.0;4;02.Jan.2027
0.51985;28.0;4;02.Jan.2027
0.51984;29.0;4;02.Jan.2027
0.51984;30.0;4;02.Jan.2027
0.51983;31.0;4;02.Jan.2027
0.51982;32.0;4;02.Jan.2027
0.51982;33.0;4;02.Jan.2027
0.51981;34.0;4;02.Jan.2027
0.5198;35.0;4;02.Jan.2027
0.5198;36.0;4;02.Jan.2027
0.51979;37.0;4;02.Jan.2027
0.51978;38.0;4;02.Jan.2027
0.51977;39.0;4;02.Jan.2027
0.51976;40.0;4;02.Jan.2027
0.51976;41.0;4;02.Jan.2027
0.51975;42.0;4;02.Jan.2027
0.51974;43.0;4;02.Jan.2027
0.51973;44.0;4;02.Jan.2027
0.51972;45.0;4;02.Jan.2027
0.51971;46.0;4;02.Jan.2027
0.5197;47.0;4;02.Jan.2027
0.51969;48.0;4;02.Jan.2027
0.51968;49.0;4;02.Jan.2027
0.51967;50.0;4;02.Jan.2027
0.51966;51.0;4;02.Jan.2027
0.51965;52.0;4;02.Jan.2027
0.51964;53.0;4;02.Jan.2027
0.51963;54.0;4;02.Jan.2027
0.51962;55.0;4;02.Jan.2027
0.51961;56.0;4;02.Jan.2027
0.5196;57.0;4;02.Jan.2027
0.51959;58.0;4;02.Jan.2027
0.51958;59.0;4;02.Jan.2027
0.51957;60.0;4;02.Jan.2027
0.51956;61.0;4;02.Jan.2027
0.51955;62.0;4;02.Jan.2027
0.51953;63.0;4;02.Jan.2027
0.51952;64.0;4;02.Jan.2027
0.51951;65.0;4;02.Jan.2027
0.5195;66.0;4;02.Jan.2027
0.51949;67.0;4;02.Jan.2027
0.51947;68.0;4;02.Jan.2027
0.51946;69.0;4;02.Jan.2027
0.51945;70.0;4;02.Jan.2027
0.51944;71.0;4;02.Jan.2027
0.51942;72.0;4;02.Jan.2027
0.51941;73.0;4;02.Jan.2027
0.5194;74.0;4;02.Jan.2027
0.51939;75.0;4;02.Jan.2027
0.51937;76.0;4;02.Jan.2027
0.51936;77.0;4;02.Jan.2027
0.51935;78.0;4;02.Jan.2027
0.51933;79.0;4;02.Jan.2027
0.51932;80.0;4;02.Jan.2027
0.51931;81.0;4;02.Jan.2027
0.51929;82.0;4;02.Jan.2027
0.51928;83.0;4;02.Jan.2027
0.51927;84.0;4;02.Jan.2027
0.51925;85.0;4;02.Jan.2027
0.51924;86.0;4;02.Jan.2027
0.51923;87.0;4;02.Jan.2027
0.51921;88.0;4;02.Jan.2027
0.5192;89.0;4;02.Jan.2027
0.51918;90.0;4;02.Jan.2027
0.51917;91.0;4;02.Jan.2027
0.51916;92.0;4;02.Jan.2027
0.51914;93.0;4;02.Jan.2027
0.51913;94.0;4;02.Jan.2027
0.51911;95.0;4;02.Jan.2027
0.5191;96.0;4;02.Jan.2027
0.51909;97.0;4;02.Jan.2027
0.51907;98.0;4;02.Jan.2027
0.51906;99.0;4;02.Jan.2027
0.51904;100.0;4;02.Jan.2027
0.51903;101.0;4;02.Jan.2027
0.51902;102.0;4;02.Jan.2027
0.519;103.0;4;02.Jan.2027
0.51899;104.0;4;02.Jan.2027
0.51897;105.0;4;02.Jan.2027
0.51896;106.0;4;02.Jan.2027
0.51895;107.0;4;02.Jan.2027
0.51893;108.0;4;02.Jan.2027
0.51892;109.0;4;02.Jan.2027
0.51891;110.0;4;02.Jan.2027
0.51889;111.0;4;02.Jan.2027
0.51888;112.0;4;02.Jan.2027
0.51886;113.0;4;02.Jan.2027
0.51885;114.0;4;02.Jan.2027
0.51884;115.0;4;02.Jan.2027
0.51882;116.0;4;02.Jan.2027
0.51881;117.0;4;02.Jan.2027
0.5188;118.0;4;02.Jan.2027
0.51878;119.0;4;02.Jan.2027
0.51877;120.0;4;02.Jan.2027
0.51876;121.0;4;02.Jan.2027
0.51874;122.0;4;02.Jan.2027
0.51873;123.0;4;02.Jan.2027
0.51872;124.0;4;02.Jan.2027
0.5187;125.0;4;02.Jan.2027
0.51869;126.0;4;02.Jan.2027
0.51868;127.0;4;02.Jan.2027
0.51866;128.0;4;02.Jan.2027
0.51865;129.0;4;02.Jan.2027
0.51864;130.0;4;02.Jan.2027
0.51863;131.0;4;02.Jan.2027
0.51861;132.0;4;02.Jan.2027
0.5186;133.0;4;02.Jan.2027
0.51859;134.0;4;02.Jan.2027
0.51858;135.0;4;02.Jan.2027
0.51857;136.0;4;02.Jan.2027
0.51855;137.0;4;02.Jan.2027
0.51854;138.0;4;02.Jan.2027
0.51853;139.0;4;02.Jan.2027
0.51852;140.0;4;02.Jan.2027
0.51851;141.0;4;02.Jan.2027
0.5185;142.0;4;02.Jan.2027
0.51849;143.0;4;02.Jan.2027
0.51847;144.0;4;02.Jan.2027
0.51846;145.0;4;02.Jan.2027
0.51845;146.0;4;02.Jan.2027
0.51844;147.0;4;02.Jan.2027
0.51843;148.0;4;02.Jan.2027
0.51842;149.0;4;02.Jan.2027
0.51841;150.0;4;02.Jan.2027
0.5184;151.0;4;02.Jan.2027
0.51839;152.0;4;02.Jan.2027
0.51838;153.0;4;02.Jan.2027
0.51837;154.0;4;02.Jan.2027
0.51836;155.0;4;02.Jan.2027
0.51835;156.0;4;02.Jan.2027
0.51835;157.0;4;02.Jan.2027
0.51834;158.0;4;02.Jan.2027
0.51833;159.0;4;02.Jan.2027
0.51832;160.0;4;02.Jan.2027
0.51831;161.0;4;02.Jan.2027
0.5183;162.0;4;02.Jan.2027
0.5183;163.0;4;02.Jan.2027
0.51829;164.0;4;02.Jan.2027
0.51828;165.0;4;02.Jan.2027
0.51827;166.0;4;02.Jan.2027
0.51827;167.0;4;02.Jan.2027
0.51826;168.0;4;02.Jan.2027
0.51825;169.0;4;02.Jan.2027
0.51825;170.0;4;02.Jan.2027
0.51824;171.0;4;02.Jan.2027
0.51823;172.0;4;02.Jan.2027
0.51823;173.0;4;02.Jan.2027
0.51822;174.0;4;02.Jan.2027
0.51822;175.0;4;02.Jan.2027
0.51821;176.0;4;02.Jan.2027
0.5182;177.0;4;02.Jan.2027
0.5182;178.0;4;02.Jan.2027
0.5182;179.0;4;02.Jan.2027
0.51819;180.0;4;02.Jan.2027
0.51819;181.0;4;02.Jan.2027
0.51818;182.0;4;02.Jan.2027
0.51818;183.0;4;02.Jan.2027
0.51817;184.0;4;02.Jan.2027
0.51817;185.0;4;02.Jan.2027
0.51817;186.0;4;02.Jan.2027
0.51816;187.0;4;02.Jan.2027
0.51816;188.0;4;02.Jan.2027
0.51816;189.0;4;02.Jan.2027
0.51816;190.0;4;02.Jan.2027
0.51815;191.0;4;02.Jan.2027
0.51815;192.0;4;02.Jan.2027
0.51815;193.0;4;02.Jan.2027
0.51815;194.0;4;02.Jan.2027
0.51815;195.0;4;02.Jan.2027
0.51815;196.0;4;02.Jan.2027
0.51815;197.0;4;02.Jan.2027
0.51815;198.0;4;02.Jan.2027
0.51815;199.0;4;02.Jan.2027
0.51814;200.0;4;02.Jan.2027
