DENG;INDEX_I;TIME_INDEX;DATES
25.36863;31.0;1;04.Jan.2022
25.36861;32.0;1;04.Jan.2022
25.36859;33.0;1;04.Jan.2022
25.36856;34.0;1;04.Jan.2022
25.36852;35.0;1;04.Jan.2022
25.36848;36.0;1;04.Jan.2022
25.36843;37.0;1;04.Jan.2022
25.36836;38.0;1;04.Jan.2022
25.36828;39.0;1;04.Jan.2022
25.36818;40.0;1;04.Jan.2022
25.36805;41.0;1;04.Jan.2022
25.3679;42.0;1;04.Jan.2022
25.36771;43.0;1;04.Jan.2022
25.36748;44.0;1;04.Jan.2022
25.3672;45.0;1;04.Jan.2022
25.36685;46.0;1;04.Jan.2022
25.36642;47.0;1;04.Jan.2022
25.3659;48.0;1;04.Jan.2022
25.36526;49.0;1;04.Jan.2022
25.36447;50.0;1;04.Jan.2022
25.36351;51.0;1;04.Jan.2022
25.36233;52.0;1;04.Jan.2022
25.3609;53.0;1;04.Jan.2022
25.35915;54.0;1;04.Jan.2022
25.35702;55.0;1;04.Jan.2022
25.35443;56.0;1;04.Jan.2022
25.35128;57.0;1;04.Jan.2022
25.34747;58.0;1;04.Jan.2022
25.34285;59.0;1;04.Jan.2022
25.33726;60.0;1;04.Jan.2022
25.33051;61.0;1;04.Jan.2022
25.32237;62.0;1;04.Jan.2022
25.31259;63.0;1;04.Jan.2022
25.30083;64.0;1;04.Jan.2022
25.28673;65.0;1;04.Jan.2022
25.26987;66.0;1;04.Jan.2022
25.24973;67.0;1;04.Jan.2022
25.22574;68.0;1;04.Jan.2022
25.19723;69.0;1;04.Jan.2022
25.16343;70.0;1;04.Jan.2022
25.12345;71.0;1;04.Jan.2022
25.07629;72.0;1;04.Jan.2022
25.02083;73.0;1;04.Jan.2022
24.95579;74.0;1;04.Jan.2022
24.87976;75.0;1;04.Jan.2022
24.79115;76.0;1;04.Jan.2022
24.68826;77.0;1;04.Jan.2022
24.56921;78.0;1;04.Jan.2022
24.43198;79.0;1;04.Jan.2022
24.27443;80.0;1;04.Jan.2022
24.09431;81.0;1;04.Jan.2022
23.88929;82.0;1;04.Jan.2022
23.65701;83.0;1;04.Jan.2022
23.39511;84.0;1;04.Jan.2022
23.10133;85.0;1;04.Jan.2022
22.77354;86.0;1;04.Jan.2022
22.40984;87.0;1;04.Jan.2022
22.00864;88.0;1;04.Jan.2022
21.56877;89.0;1;04.Jan.2022
21.08955;90.0;1;04.Jan.2022
20.57088;91.0;1;04.Jan.2022
20.01332;92.0;1;04.Jan.2022
19.41817;93.0;1;04.Jan.2022
18.7875;94.0;1;04.Jan.2022
18.12413;95.0;1;04.Jan.2022
17.43168;96.0;1;04.Jan.2022
16.71448;97.0;1;04.Jan.2022
15.9775;98.0;1;04.Jan.2022
15.22622;99.0;1;04.Jan.2022
14.46655;100.0;1;04.Jan.2022
13.70458;101.0;1;04.Jan.2022
12.9465;102.0;1;04.Jan.2022
12.19836;103.0;1;04.Jan.2022
11.46596;104.0;1;04.Jan.2022
10.75462;105.0;1;04.Jan.2022
10.06913;106.0;1;04.Jan.2022
9.4136;107.0;1;04.Jan.2022
8.7914;108.0;1;04.Jan.2022
8.20513;109.0;1;04.Jan.2022
7.65664;110.0;1;04.Jan.2022
7.14702;111.0;1;04.Jan.2022
6.67665;112.0;1;04.Jan.2022
6.2453;113.0;1;04.Jan.2022
5.85216;114.0;1;04.Jan.2022
5.49597;115.0;1;04.Jan.2022
5.17512;116.0;1;04.Jan.2022
4.88767;117.0;1;04.Jan.2022
4.63148;118.0;1;04.Jan.2022
4.40428;119.0;1;04.Jan.2022
4.20376;120.0;1;04.Jan.2022
4.0276;121.0;1;04.Jan.2022
3.8735;122.0;1;04.Jan.2022
3.73925;123.0;1;04.Jan.2022
3.62277;124.0;1;04.Jan.2022
3.52207;125.0;1;04.Jan.2022
3.43534;126.0;1;04.Jan.2022
3.36089;127.0;1;04.Jan.2022
3.29718;128.0;1;04.Jan.2022
3.24285;129.0;1;04.Jan.2022
3.19663;130.0;1;04.Jan.2022
3.15744;131.0;1;04.Jan.2022
3.1243;132.0;1;04.Jan.2022
3.09634;133.0;1;04.Jan.2022
3.07281;134.0;1;04.Jan.2022
3.05305;135.0;1;04.Jan.2022
3.0365;136.0;1;04.Jan.2022
3.02266;137.0;1;04.Jan.2022
3.01112;138.0;1;04.Jan.2022
3.00151;139.0;1;04.Jan.2022
2.99352;140.0;1;04.Jan.2022
2.98689;141.0;1;04.Jan.2022
2.98141;142.0;1;04.Jan.2022
2.97687;143.0;1;04.Jan.2022
2.97312;144.0;1;04.Jan.2022
2.97003;145.0;1;04.Jan.2022
2.96749;146.0;1;04.Jan.2022
2.9654;147.0;1;04.Jan.2022
2.96368;148.0;1;04.Jan.2022
2.96227;149.0;1;04.Jan.2022
2.96112;150.0;1;04.Jan.2022
2.96018;151.0;1;04.Jan.2022
2.95941;152.0;1;04.Jan.2022
2.95878;153.0;1;04.Jan.2022
2.95827;154.0;1;04.Jan.2022
2.95785;155.0;1;04.Jan.2022
2.95751;156.0;1;04.Jan.2022
2.95723;157.0;1;04.Jan.2022
2.95701;158.0;1;04.Jan.2022
2.95683;159.0;1;04.Jan.2022
2.95668;160.0;1;04.Jan.2022
2.95656;161.0;1;04.Jan.2022
2.95646;162.0;1;04.Jan.2022
2.95638;163.0;1;04.Jan.2022
2.95632;164.0;1;04.Jan.2022
2.95627;165.0;1;04.Jan.2022
2.95623;166.0;1;04.Jan.2022
2.95619;167.0;1;04.Jan.2022
2.95617;168.0;1;04.Jan.2022
2.95615;169.0;1;04.Jan.2022
2.95613;170.0;1;04.Jan.2022
2.95611;171.0;1;04.Jan.2022
2.9561;172.0;1;04.Jan.2022
2.95609;173.0;1;04.Jan.2022
2.95609;174.0;1;04.Jan.2022
2.95608;175.0;1;04.Jan.2022
2.95608;176.0;1;04.Jan.2022
2.95607;177.0;1;04.Jan.2022
2.95607;178.0;1;04.Jan.2022
2.95607;179.0;1;04.Jan.2022
2.95607;180.0;1;04.Jan.2022
2.95606;181.0;1;04.Jan.2022
2.95606;182.0;1;04.Jan.2022
2.95606;183.0;1;04.Jan.2022
2.95606;184.0;1;04.Jan.2022
2.95606;185.0;1;04.Jan.2022
2.95606;186.0;1;04.Jan.2022
2.95606;187.0;1;04.Jan.2022
2.95606;188.0;1;04.Jan.2022
2.95606;189.0;1;04.Jan.2022
2.95606;190.0;1;04.Jan.2022
2.95606;191.0;1;04.Jan.2022
2.95606;192.0;1;04.Jan.2022
2.95606;193.0;1;04.Jan.2022
2.95606;194.0;1;04.Jan.2022
2.95606;195.0;1;04.Jan.2022
2.95606;196.0;1;04.Jan.2022
2.95606;197.0;1;04.Jan.2022
2.95606;198.0;1;04.Jan.2022
2.95606;199.0;1;04.Jan.2022
2.95606;200.0;1;04.Jan.2022
24.879;1.0;2;01.Feb.2022
24.87759;2.0;2;01.Feb.2022
24.87476;3.0;2;01.Feb.2022
24.87052;4.0;2;01.Feb.2022
24.86485;5.0;2;01.Feb.2022
24.85776;6.0;2;01.Feb.2022
24.84923;7.0;2;01.Feb.2022
24.83924;8.0;2;01.Feb.2022
24.8278;9.0;2;01.Feb.2022
24.81488;10.0;2;01.Feb.2022
24.80047;11.0;2;01.Feb.2022
24.78455;12.0;2;01.Feb.2022
24.76711;13.0;2;01.Feb.2022
24.74811;14.0;2;01.Feb.2022
24.72754;15.0;2;01.Feb.2022
24.70538;16.0;2;01.Feb.2022
24.68159;17.0;2;01.Feb.2022
24.65615;18.0;2;01.Feb.2022
24.62904;19.0;2;01.Feb.2022
24.60021;20.0;2;01.Feb.2022
24.56965;21.0;2;01.Feb.2022
24.53731;22.0;2;01.Feb.2022
24.50316;23.0;2;01.Feb.2022
24.46717;24.0;2;01.Feb.2022
24.42929;25.0;2;01.Feb.2022
24.3895;26.0;2;01.Feb.2022
24.34774;27.0;2;01.Feb.2022
24.30399;28.0;2;01.Feb.2022
24.25819;29.0;2;01.Feb.2022
24.2103;30.0;2;01.Feb.2022
24.1603;31.0;2;01.Feb.2022
24.10811;32.0;2;01.Feb.2022
24.05372;33.0;2;01.Feb.2022
23.99706;34.0;2;01.Feb.2022
23.93809;35.0;2;01.Feb.2022
23.87677;36.0;2;01.Feb.2022
23.81306;37.0;2;01.Feb.2022
23.74689;38.0;2;01.Feb.2022
23.67824;39.0;2;01.Feb.2022
23.60705;40.0;2;01.Feb.2022
23.53327;41.0;2;01.Feb.2022
23.45686;42.0;2;01.Feb.2022
23.37778;43.0;2;01.Feb.2022
23.29599;44.0;2;01.Feb.2022
23.21143;45.0;2;01.Feb.2022
23.12406;46.0;2;01.Feb.2022
23.03385;47.0;2;01.Feb.2022
22.94076;48.0;2;01.Feb.2022
22.84474;49.0;2;01.Feb.2022
22.74575;50.0;2;01.Feb.2022
22.64378;51.0;2;01.Feb.2022
22.53877;52.0;2;01.Feb.2022
22.4307;53.0;2;01.Feb.2022
22.31954;54.0;2;01.Feb.2022
22.20526;55.0;2;01.Feb.2022
22.08785;56.0;2;01.Feb.2022
21.96727;57.0;2;01.Feb.2022
21.84352;58.0;2;01.Feb.2022
21.71658;59.0;2;01.Feb.2022
21.58643;60.0;2;01.Feb.2022
21.45307;61.0;2;01.Feb.2022
21.31649;62.0;2;01.Feb.2022
21.1767;63.0;2;01.Feb.2022
21.0337;64.0;2;01.Feb.2022
20.8875;65.0;2;01.Feb.2022
20.73811;66.0;2;01.Feb.2022
20.58554;67.0;2;01.Feb.2022
20.42982;68.0;2;01.Feb.2022
20.27098;69.0;2;01.Feb.2022
20.10904;70.0;2;01.Feb.2022
19.94404;71.0;2;01.Feb.2022
19.77603;72.0;2;01.Feb.2022
19.60504;73.0;2;01.Feb.2022
19.43113;74.0;2;01.Feb.2022
19.25436;75.0;2;01.Feb.2022
19.07478;76.0;2;01.Feb.2022
18.89246;77.0;2;01.Feb.2022
18.70747;78.0;2;01.Feb.2022
18.51989;79.0;2;01.Feb.2022
18.3298;80.0;2;01.Feb.2022
18.13729;81.0;2;01.Feb.2022
17.94244;82.0;2;01.Feb.2022
17.74536;83.0;2;01.Feb.2022
17.54613;84.0;2;01.Feb.2022
17.34487;85.0;2;01.Feb.2022
17.14169;86.0;2;01.Feb.2022
16.9367;87.0;2;01.Feb.2022
16.73001;88.0;2;01.Feb.2022
16.52174;89.0;2;01.Feb.2022
16.31203;90.0;2;01.Feb.2022
16.10099;91.0;2;01.Feb.2022
15.88876;92.0;2;01.Feb.2022
15.67547;93.0;2;01.Feb.2022
15.46125;94.0;2;01.Feb.2022
15.24624;95.0;2;01.Feb.2022
15.03059;96.0;2;01.Feb.2022
14.81443;97.0;2;01.Feb.2022
14.5979;98.0;2;01.Feb.2022
14.38115;99.0;2;01.Feb.2022
14.16431;100.0;2;01.Feb.2022
13.94754;101.0;2;01.Feb.2022
13.73097;102.0;2;01.Feb.2022
13.51475;103.0;2;01.Feb.2022
13.29902;104.0;2;01.Feb.2022
13.08393;105.0;2;01.Feb.2022
12.86961;106.0;2;01.Feb.2022
12.65622;107.0;2;01.Feb.2022
12.44388;108.0;2;01.Feb.2022
12.23274;109.0;2;01.Feb.2022
12.02292;110.0;2;01.Feb.2022
11.81455;111.0;2;01.Feb.2022
11.60775;112.0;2;01.Feb.2022
11.40263;113.0;2;01.Feb.2022
11.19933;114.0;2;01.Feb.2022
10.99796;115.0;2;01.Feb.2022
10.79862;116.0;2;01.Feb.2022
10.60141;117.0;2;01.Feb.2022
10.40644;118.0;2;01.Feb.2022
10.2138;119.0;2;01.Feb.2022
10.02358;120.0;2;01.Feb.2022
9.83586;121.0;2;01.Feb.2022
9.65073;122.0;2;01.Feb.2022
9.46826;123.0;2;01.Feb.2022
9.28851;124.0;2;01.Feb.2022
9.11156;125.0;2;01.Feb.2022
8.93746;126.0;2;01.Feb.2022
8.76626;127.0;2;01.Feb.2022
8.59802;128.0;2;01.Feb.2022
8.43278;129.0;2;01.Feb.2022
8.27058;130.0;2;01.Feb.2022
8.11145;131.0;2;01.Feb.2022
7.95543;132.0;2;01.Feb.2022
7.80253;133.0;2;01.Feb.2022
7.65278;134.0;2;01.Feb.2022
7.50619;135.0;2;01.Feb.2022
7.36278;136.0;2;01.Feb.2022
7.22254;137.0;2;01.Feb.2022
7.08549;138.0;2;01.Feb.2022
6.95162;139.0;2;01.Feb.2022
6.82093;140.0;2;01.Feb.2022
6.69341;141.0;2;01.Feb.2022
6.56904;142.0;2;01.Feb.2022
6.44781;143.0;2;01.Feb.2022
6.32971;144.0;2;01.Feb.2022
6.21471;145.0;2;01.Feb.2022
6.10279;146.0;2;01.Feb.2022
5.99392;147.0;2;01.Feb.2022
5.88806;148.0;2;01.Feb.2022
5.7852;149.0;2;01.Feb.2022
5.6853;150.0;2;01.Feb.2022
5.58832;151.0;2;01.Feb.2022
5.49422;152.0;2;01.Feb.2022
5.40297;153.0;2;01.Feb.2022
5.31452;154.0;2;01.Feb.2022
5.22884;155.0;2;01.Feb.2022
5.14589;156.0;2;01.Feb.2022
5.06561;157.0;2;01.Feb.2022
4.98797;158.0;2;01.Feb.2022
4.91292;159.0;2;01.Feb.2022
4.84041;160.0;2;01.Feb.2022
4.77041;161.0;2;01.Feb.2022
4.70286;162.0;2;01.Feb.2022
4.63773;163.0;2;01.Feb.2022
4.57495;164.0;2;01.Feb.2022
4.5145;165.0;2;01.Feb.2022
4.45632;166.0;2;01.Feb.2022
4.40037;167.0;2;01.Feb.2022
4.3466;168.0;2;01.Feb.2022
4.29497;169.0;2;01.Feb.2022
4.24544;170.0;2;01.Feb.2022
4.19796;171.0;2;01.Feb.2022
4.1525;172.0;2;01.Feb.2022
4.109;173.0;2;01.Feb.2022
4.06744;174.0;2;01.Feb.2022
4.02777;175.0;2;01.Feb.2022
3.98995;176.0;2;01.Feb.2022
3.95395;177.0;2;01.Feb.2022
3.91973;178.0;2;01.Feb.2022
3.88725;179.0;2;01.Feb.2022
3.85649;180.0;2;01.Feb.2022
3.82741;181.0;2;01.Feb.2022
3.79997;182.0;2;01.Feb.2022
3.77416;183.0;2;01.Feb.2022
3.74994;184.0;2;01.Feb.2022
3.72728;185.0;2;01.Feb.2022
3.70616;186.0;2;01.Feb.2022
3.68656;187.0;2;01.Feb.2022
3.66846;188.0;2;01.Feb.2022
3.65182;189.0;2;01.Feb.2022
3.63664;190.0;2;01.Feb.2022
3.6229;191.0;2;01.Feb.2022
3.61058;192.0;2;01.Feb.2022
3.59966;193.0;2;01.Feb.2022
3.59013;194.0;2;01.Feb.2022
3.58199;195.0;2;01.Feb.2022
3.57522;196.0;2;01.Feb.2022
3.56981;197.0;2;01.Feb.2022
3.56576;198.0;2;01.Feb.2022
3.56306;199.0;2;01.Feb.2022
3.56171;200.0;2;01.Feb.2022
14.96117;1.0;3;02.Jan.2023
14.96096;2.0;3;02.Jan.2023
14.96055;3.0;3;02.Jan.2023
14.95992;4.0;3;02.Jan.2023
14.9591;5.0;3;02.Jan.2023
14.95806;6.0;3;02.Jan.2023
14.95682;7.0;3;02.Jan.2023
14.95537;8.0;3;02.Jan.2023
14.95371;9.0;3;02.Jan.2023
14.95185;10.0;3;02.Jan.2023
14.94979;11.0;3;02.Jan.2023
14.94752;12.0;3;02.Jan.2023
14.94505;13.0;3;02.Jan.2023
14.94237;14.0;3;02.Jan.2023
14.93949;15.0;3;02.Jan.2023
14.93641;16.0;3;02.Jan.2023
14.93313;17.0;3;02.Jan.2023
14.92965;18.0;3;02.Jan.2023
14.92597;19.0;3;02.Jan.2023
14.92209;20.0;3;02.Jan.2023
14.91801;21.0;3;02.Jan.2023
14.91374;22.0;3;02.Jan.2023
14.90928;23.0;3;02.Jan.2023
14.90462;24.0;3;02.Jan.2023
14.89976;25.0;3;02.Jan.2023
14.89472;26.0;3;02.Jan.2023
14.88949;27.0;3;02.Jan.2023
14.88407;28.0;3;02.Jan.2023
14.87846;29.0;3;02.Jan.2023
14.87267;30.0;3;02.Jan.2023
14.86669;31.0;3;02.Jan.2023
14.86053;32.0;3;02.Jan.2023
14.85419;33.0;3;02.Jan.2023
14.84767;34.0;3;02.Jan.2023
14.84097;35.0;3;02.Jan.2023
14.8341;36.0;3;02.Jan.2023
14.82705;37.0;3;02.Jan.2023
14.81983;38.0;3;02.Jan.2023
14.81244;39.0;3;02.Jan.2023
14.80488;40.0;3;02.Jan.2023
14.79716;41.0;3;02.Jan.2023
14.78927;42.0;3;02.Jan.2023
14.78122;43.0;3;02.Jan.2023
14.77301;44.0;3;02.Jan.2023
14.76464;45.0;3;02.Jan.2023
14.75612;46.0;3;02.Jan.2023
14.74744;47.0;3;02.Jan.2023
14.73861;48.0;3;02.Jan.2023
14.72963;49.0;3;02.Jan.2023
14.7205;50.0;3;02.Jan.2023
14.71123;51.0;3;02.Jan.2023
14.70182;52.0;3;02.Jan.2023
14.69227;53.0;3;02.Jan.2023
14.68258;54.0;3;02.Jan.2023
14.67275;55.0;3;02.Jan.2023
14.6628;56.0;3;02.Jan.2023
14.65271;57.0;3;02.Jan.2023
14.6425;58.0;3;02.Jan.2023
14.63216;59.0;3;02.Jan.2023
14.62169;60.0;3;02.Jan.2023
14.61111;61.0;3;02.Jan.2023
14.60042;62.0;3;02.Jan.2023
14.5896;63.0;3;02.Jan.2023
14.57868;64.0;3;02.Jan.2023
14.56765;65.0;3;02.Jan.2023
14.55651;66.0;3;02.Jan.2023
14.54527;67.0;3;02.Jan.2023
14.53393;68.0;3;02.Jan.2023
14.52249;69.0;3;02.Jan.2023
14.51095;70.0;3;02.Jan.2023
14.49932;71.0;3;02.Jan.2023
14.48761;72.0;3;02.Jan.2023
14.47581;73.0;3;02.Jan.2023
14.46392;74.0;3;02.Jan.2023
14.45196;75.0;3;02.Jan.2023
14.43992;76.0;3;02.Jan.2023
14.4278;77.0;3;02.Jan.2023
14.41561;78.0;3;02.Jan.2023
14.40336;79.0;3;02.Jan.2023
14.39103;80.0;3;02.Jan.2023
14.37865;81.0;3;02.Jan.2023
14.36621;82.0;3;02.Jan.2023
14.35371;83.0;3;02.Jan.2023
14.34115;84.0;3;02.Jan.2023
14.32855;85.0;3;02.Jan.2023
14.3159;86.0;3;02.Jan.2023
14.30321;87.0;3;02.Jan.2023
14.29047;88.0;3;02.Jan.2023
14.2777;89.0;3;02.Jan.2023
14.26489;90.0;3;02.Jan.2023
14.25205;91.0;3;02.Jan.2023
14.23918;92.0;3;02.Jan.2023
14.22629;93.0;3;02.Jan.2023
14.21337;94.0;3;02.Jan.2023
14.20044;95.0;3;02.Jan.2023
14.18749;96.0;3;02.Jan.2023
