WBHP;Time;Time[d]
69.9216;2022-11-07;311.0
69.9289;2022-11-09;313.0
69.9364;2022-11-11;315.0
69.9438;2022-11-13;317.0
69.9513;2022-11-15;319.0
69.9588;2022-11-17;321.0
69.9664;2022-11-19;323.0
69.9741;2022-11-21;325.0
69.9818;2022-11-23;327.0
69.9895;2022-11-25;329.0
69.9974;2022-11-27;331.0
70.0052;2022-11-29;333.0
70.0132;2022-12-01;335.0
70.0211;2022-12-03;337.0
70.0291;2022-12-05;339.0
70.0371;2022-12-07;341.0
70.0452;2022-12-09;343.0
70.0534;2022-12-11;345.0
70.0617;2022-12-13;347.0
70.07;2022-12-15;349.0
70.0783;2022-12-17;351.0
70.0867;2022-12-19;353.0
70.0951;2022-12-21;355.0
70.1036;2022-12-23;357.0
70.1122;2022-12-25;359.0
70.1208;2022-12-27;361.0
70.1294;2022-12-29;363.0
70.1424;2023-01-01;366.0
63.7523;2023-01-03;368.0
63.0377;2023-01-05;370.0
62.5926;2023-01-07;372.0
62.2339;2023-01-09;374.0
61.9189;2023-01-11;376.0
61.6312;2023-01-13;378.0
61.3632;2023-01-15;380.0
61.1112;2023-01-17;382.0
60.8731;2023-01-19;384.0
60.6474;2023-01-21;386.0
60.433;2023-01-23;388.0
60.2291;2023-01-25;390.0
60.0351;2023-01-27;392.0
59.8504;2023-01-29;394.0
59.6744;2023-01-31;396.0
59.5066;2023-02-02;398.0
59.3465;2023-02-04;400.0
59.1937;2023-02-06;402.0
59.0477;2023-02-08;404.0
58.9084;2023-02-10;406.0
58.7753;2023-02-12;408.0
58.648;2023-02-14;410.0
58.5263;2023-02-16;412.0
58.4099;2023-02-18;414.0
58.2984;2023-02-20;416.0
58.1918;2023-02-22;418.0
58.0898;2023-02-24;420.0
57.992;2023-02-26;422.0
57.8984;2023-02-28;424.0
57.8088;2023-03-02;426.0
57.7229;2023-03-04;428.0
57.6405;2023-03-06;430.0
57.5615;2023-03-08;432.0
57.4857;2023-03-10;434.0
57.413;2023-03-12;436.0
57.3431;2023-03-14;438.0
57.2761;2023-03-16;440.0
57.2116;2023-03-18;442.0
57.1497;2023-03-20;444.0
57.0902;2023-03-22;446.0
57.033;2023-03-24;448.0
56.9779;2023-03-26;450.0
56.925;2023-03-28;452.0
56.8741;2023-03-30;454.0
56.8491;2023-03-31;455.0
56.8246;2023-04-01;456.0
56.8005;2023-04-02;457.0
39.1527;2023-04-03;458.0
37.0548;2023-04-04;459.0
35.8187;2023-04-05;460.0
34.879;2023-04-06;461.0
34.0859;2023-04-07;462.0
33.3766;2023-04-08;463.0
32.721;2023-04-09;464.0
67.5454;2023-04-10;465.0
69.4739;2023-04-11;466.0
70.3044;2023-04-12;467.0
70.7997;2023-04-13;468.0
71.1508;2023-04-14;469.0
71.4249;2023-04-15;470.0
71.6552;2023-04-16;471.0
42.4834;2023-04-17;472.0
39.1924;2023-04-18;473.0
37.4442;2023-04-19;474.0
36.2114;2023-04-20;475.0
35.2148;2023-04-21;476.0
34.3593;2023-04-22;477.0
33.5926;2023-04-23;478.0
67.0407;2023-04-24;479.0
68.9772;2023-04-25;480.0
69.8174;2023-04-26;481.0
70.334;2023-04-27;482.0
70.7067;2023-04-28;483.0
71.0022;2023-04-29;484.0
71.2521;2023-04-30;485.0
42.7751;2023-05-01;486.0
39.5205;2023-05-02;487.0
37.8005;2023-05-03;488.0
36.5684;2023-05-04;489.0
35.5716;2023-05-05;490.0
34.7142;2023-05-06;491.0
33.9442;2023-05-07;492.0
66.7662;2023-05-08;493.0
68.7012;2023-05-09;494.0
69.5585;2023-05-10;495.0
70.0813;2023-05-11;496.0
70.4599;2023-05-12;497.0
70.7622;2023-05-13;498.0
71.0191;2023-05-14;499.0
42.9121;2023-05-15;500.0
39.697;2023-05-16;501.0
37.9973;2023-05-17;502.0
36.7794;2023-05-18;503.0
35.7949;2023-05-19;504.0
34.9458;2023-05-20;505.0
34.1817;2023-05-21;506.0
66.5856;2023-05-22;507.0
68.5144;2023-05-23;508.0
69.3633;2023-05-24;509.0
69.8918;2023-05-25;510.0
70.277;2023-05-26;511.0
70.5839;2023-05-27;512.0
70.8455;2023-05-28;513.0
42.9987;2023-05-29;514.0
39.8213;2023-05-30;515.0
38.1309;2023-05-31;516.0
36.9295;2023-06-01;517.0
35.9604;2023-06-02;518.0
35.1237;2023-06-03;519.0
34.3699;2023-06-04;520.0
66.4427;2023-06-05;521.0
68.3611;2023-06-06;522.0
69.2098;2023-06-07;523.0
69.7421;2023-06-08;524.0
70.1284;2023-06-09;525.0
70.4377;2023-06-10;526.0
70.7015;2023-06-11;527.0
