Depth;0 days H2 Mole Fraction;3 days H2 Mole Fraction;30 days H2 Mole Fraction;1 year H2 Mole Fraction;3 years H2 Mole Fraction;5 years H2 Mole Fraction;50 years H2 Mole Fraction;0 days Density;30 days Density;1 year Density;5 years Density;0 days Pressure;30 days Pressure;1 year Pressure;5 years Pressure
452.5;0;0.3064;0.4237;0.4697;0.4743;0.4743214;0.4743214;25.4524;15.3749;14.4298;14.3271;40.0211;40.2301;40.5028;40.5087
452.5;0;0.2781;0.4136;0.4687;0.4743;0.4743214;0.4743214;25.4532;15.6053;14.4535;14.3273;40.0223;40.2309;40.5035;40.5094
453;0;0.2781;0.4136;0.4687;0.4743;0.4743214;0.4743214;25.4532;15.6053;14.4535;14.3273;40.0223;40.2309;40.5035;40.5094
453;0;0.2512;0.4036;0.4676;0.4742;0.4743214;0.4743214;25.4541;15.8349;14.4772;14.3276;40.0236;40.2317;40.5042;40.5101
453.5;0;0.2512;0.4036;0.4676;0.4742;0.4743214;0.4743214;25.4541;15.8349;14.4772;14.3276;40.0236;40.2317;40.5042;40.5101
453.5;0;0.2258;0.3936;0.4666;0.4742;0.4743214;0.4743214;25.4549;16.0636;14.5008;14.3278;40.0248;40.2325;40.5049;40.5108
454;0;0.2258;0.3936;0.4666;0.4742;0.4743214;0.4743214;25.4549;16.0636;14.5008;14.3278;40.0248;40.2325;40.5049;40.5108
454;0;0.2021;0.3837;0.4656;0.4742;0.4743214;0.4743214;25.4558;16.2911;14.5244;14.3281;40.0261;40.2333;40.5056;40.5115
454.5;0;0.2021;0.3837;0.4656;0.4742;0.4743214;0.4743214;25.4558;16.2911;14.5244;14.3281;40.0261;40.2333;40.5056;40.5115
454.5;0;0.18;0.3739;0.4645;0.4742;0.4743214;0.4743214;25.4566;16.5174;14.5479;14.3283;40.0273;40.2341;40.5063;40.5122
455;0;0.18;0.3739;0.4645;0.4742;0.4743214;0.4743214;25.4566;16.5174;14.5479;14.3283;40.0273;40.2341;40.5063;40.5122
455;0;0.1596;0.3642;0.4635;0.4742;0.4743214;0.4743214;25.4574;16.7422;14.5714;14.3286;40.0286;40.2349;40.5071;40.5129
455.5;0;0.1596;0.3642;0.4635;0.4742;0.4743214;0.4743214;25.4574;16.7422;14.5714;14.3286;40.0286;40.2349;40.5071;40.5129
455.5;0;0.1409;0.3545;0.4625;0.4742;0.4743214;0.4743214;25.4583;16.9656;14.5948;14.3288;40.0298;40.2357;40.5078;40.5136
456;0;0.1409;0.3545;0.4625;0.4742;0.4743214;0.4743214;25.4583;16.9656;14.5948;14.3288;40.0298;40.2357;40.5078;40.5136
456;0;0.1238;0.345;0.4615;0.4742;0.4743214;0.4743214;25.4591;17.1872;14.6182;14.3291;40.0311;40.2366;40.5085;40.5143
456.5;0;0.1238;0.345;0.4615;0.4742;0.4743214;0.4743214;25.4591;17.1872;14.6182;14.3291;40.0311;40.2366;40.5085;40.5143
456.5;0;0.1083;0.3356;0.4605;0.4742;0.4743214;0.4743214;25.4599;17.4071;14.6415;14.3293;40.0323;40.2374;40.5092;40.515
457;0;0.1083;0.3356;0.4605;0.4742;0.4743214;0.4743214;25.4599;17.4071;14.6415;14.3293;40.0323;40.2374;40.5092;40.515
457;0;0.0944;0.3262;0.4594;0.4742;0.4743214;0.4743214;25.4608;17.625;14.6647;14.3296;40.0336;40.2383;40.5099;40.5157
457.5;0;0.0944;0.3262;0.4594;0.4742;0.4743214;0.4743214;25.4608;17.625;14.6647;14.3296;40.0336;40.2383;40.5099;40.5157
457.5;0;0.0818;0.317;0.4584;0.4742;0.4743214;0.4743214;25.4616;17.8408;14.6879;14.3299;40.0348;40.2392;40.5107;40.5164
458;0;0.0818;0.317;0.4584;0.4742;0.4743214;0.4743214;25.4616;17.8408;14.6879;14.3299;40.0348;40.2392;40.5107;40.5164
458;0;0.0707;0.3079;0.4574;0.4741;0.4743214;0.4743214;25.4625;18.0544;14.7109;14.3301;40.0361;40.2401;40.5114;40.5171
458.5;0;0.0707;0.3079;0.4574;0.4741;0.4743214;0.4743214;25.4625;18.0544;14.7109;14.3301;40.0361;40.2401;40.5114;40.5171
458.5;0;0.0608;0.299;0.4564;0.4741;0.4743214;0.4743214;25.4633;18.2658;14.7339;14.3304;40.0373;40.2409;40.5121;40.5178
459;0;0.0608;0.299;0.4564;0.4741;0.4743214;0.4743214;25.4633;18.2658;14.7339;14.3304;40.0373;40.2409;40.5121;40.5178
459;0;0.052;0.2901;0.4554;0.4741;0.4743214;0.4743214;25.4641;18.4747;14.7567;14.3306;40.0386;40.2419;40.5128;40.5185
459.5;0;0.052;0.2901;0.4554;0.4741;0.4743214;0.4743214;25.4641;18.4747;14.7567;14.3306;40.0386;40.2419;40.5128;40.5185
459.5;0;0.0444;0.2814;0.4544;0.4741;0.4743214;0.4743214;25.465;18.6811;14.7795;14.3309;40.0398;40.2428;40.5135;40.5192
460;0;0.0444;0.2814;0.4544;0.4741;0.4743214;0.4743214;25.465;18.6811;14.7795;14.3309;40.0398;40.2428;40.5135;40.5192
460;0;0.0377;0.2728;0.4535;0.4741;0.4743214;0.4743214;25.4658;18.8848;14.8021;14.3311;40.0411;40.2437;40.5143;40.52
460.5;0;0.0377;0.2728;0.4535;0.4741;0.4743214;0.4743214;25.4658;18.8848;14.8021;14.3311;40.0411;40.2437;40.5143;40.52
460.5;0;0.0319;0.2643;0.4525;0.4741;0.4743214;0.4743214;25.4667;19.0859;14.8247;14.3314;40.0423;40.2446;40.515;40.5207
461;0;0.0319;0.2643;0.4525;0.4741;0.4743214;0.4743214;25.4667;19.0859;14.8247;14.3314;40.0423;40.2446;40.515;40.5207
461;0;0.0269;0.256;0.4515;0.4741;0.4743214;0.4743214;25.4675;19.284;14.8471;14.3316;40.0435;40.2456;40.5157;40.5214
461.5;0;0.0269;0.256;0.4515;0.4741;0.4743214;0.4743214;25.4675;19.284;14.8471;14.3316;40.0435;40.2456;40.5157;40.5214
461.5;0;0.0226;0.2478;0.4505;0.4741;0.4743214;0.4743214;25.4683;19.4793;14.8694;14.3319;40.0448;40.2465;40.5165;40.5221
462;0;0.0226;0.2478;0.4505;0.4741;0.4743214;0.4743214;25.4683;19.4793;14.8694;14.3319;40.0448;40.2465;40.5165;40.5221
462;0;0.0189;0.2398;0.4496;0.4741;0.4743214;0.4743214;25.4692;19.6716;14.8915;14.3321;40.046;40.2475;40.5172;40.5228
462.5;0;0.0189;0.2398;0.4496;0.4741;0.4743214;0.4743214;25.4692;19.6716;14.8915;14.3321;40.046;40.2475;40.5172;40.5228
462.5;0;0.0157;0.2319;0.4486;0.474;0.4743214;0.4743214;25.47;19.8607;14.9136;14.3324;40.0473;40.2485;40.5179;40.5235
463;0;0.0157;0.2319;0.4486;0.474;0.4743214;0.4743214;25.47;19.8607;14.9136;14.3324;40.0473;40.2485;40.5179;40.5235
463;0;0.0131;0.2242;0.4477;0.474;0.4743214;0.4743214;25.4709;20.0467;14.9354;14.3326;40.0485;40.2495;40.5187;40.5242
463.5;0;0.0131;0.2242;0.4477;0.474;0.4743214;0.4743214;25.4709;20.0467;14.9354;14.3326;40.0485;40.2495;40.5187;40.5242
463.5;0;0.0108;0.2166;0.4467;0.474;0.4743214;0.4743214;25.4717;20.2295;14.9572;14.3329;40.0498;40.2505;40.5194;40.5249
464;0;0.0108;0.2166;0.4467;0.474;0.4743214;0.4743214;25.4717;20.2295;14.9572;14.3329;40.0498;40.2505;40.5194;40.5249
464;0;0.0089;0.2092;0.4458;0.474;0.4743214;0.4743214;25.4725;20.409;14.9788;14.3331;40.051;40.2515;40.5201;40.5256
464.5;0;0.0089;0.2092;0.4458;0.474;0.4743214;0.4743214;25.4725;20.409;14.9788;14.3331;40.051;40.2515;40.5201;40.5256
464.5;0;0.0073;0.2019;0.4449;0.474;0.4743214;0.4743214;25.4734;20.5851;15.0002;14.3334;40.0523;40.2525;40.5209;40.5263
465;0;0.0073;0.2019;0.4449;0.474;0.4743214;0.4743214;25.4734;20.5851;15.0002;14.3334;40.0523;40.2525;40.5209;40.5263
465;0;0.006;0.1948;0.4439;0.474;0.4743214;0.4743214;25.4742;20.7578;15.0214;14.3337;40.0535;40.2535;40.5216;40.527
465.5;0;0.006;0.1948;0.4439;0.474;0.4743214;0.4743214;25.4742;20.7578;15.0214;14.3337;40.0535;40.2535;40.5216;40.527
465.5;0;0.0049;0.1878;0.443;0.474;0.4743214;0.4743214;25.4751;20.927;15.0425;14.3339;40.0548;40.2545;40.5223;40.5277
466;0;0.0049;0.1878;0.443;0.474;0.4743214;0.4743214;25.4751;20.927;15.0425;14.3339;40.0548;40.2545;40.5223;40.5277
466;0;0.004;0.181;0.4421;0.474;0.4743214;0.4743214;25.4759;21.0928;15.0635;14.3342;40.056;40.2555;40.5231;40.5284
466.5;0;0.004;0.181;0.4421;0.474;0.4743214;0.4743214;25.4759;21.0928;15.0635;14.3342;40.056;40.2555;40.5231;40.5284
466.5;0;0.0032;0.1744;0.4412;0.474;0.4743214;0.4743214;25.4768;21.255;15.0842;14.3344;40.0573;40.2566;40.5238;40.5291
467;0;0.0032;0.1744;0.4412;0.474;0.4743214;0.4743214;25.4768;21.255;15.0842;14.3344;40.0573;40.2566;40.5238;40.5291
467;0;0.0026;0.1679;0.4403;0.474;0.4743214;0.4743214;25.4776;21.4137;15.1047;14.3347;40.0585;40.2576;40.5245;40.5298
467.5;0;0.0026;0.1679;0.4403;0.474;0.4743214;0.4743214;25.4776;21.4137;15.1047;14.3347;40.0585;40.2576;40.5245;40.5298
467.5;0;0.0021;0.1616;0.4395;0.4739;0.4743214;0.4743214;25.4784;21.5687;15.1251;14.3349;40.0598;40.2587;40.5253;40.5305
468;0;0.0021;0.1616;0.4395;0.4739;0.4743214;0.4743214;25.4784;21.5687;15.1251;14.3349;40.0598;40.2587;40.5253;40.5305
468;0;0.0017;0.1554;0.4386;0.4739;0.4743214;0.4743214;25.4793;21.7202;15.1453;14.3352;40.061;40.2598;40.526;40.5312
468.5;0;0.0017;0.1554;0.4386;0.4739;0.4743214;0.4743214;25.4793;21.7202;15.1453;14.3352;40.061;40.2598;40.526;40.5312
468.5;0;0.0014;0.1494;0.4377;0.4739;0.4743214;0.4743214;25.4801;21.868;15.1653;14.3354;40.0623;40.2608;40.5268;40.5319
469;0;0.0014;0.1494;0.4377;0.4739;0.4743214;0.4743214;25.4801;21.868;15.1653;14.3354;40.0623;40.2608;40.5268;40.5319
469;0;0.0011;0.1436;0.4369;0.4739;0.4743214;0.4743214;25.481;22.0121;15.185;14.3357;40.0635;40.2619;40.5275;40.5326
469.5;0;0.0011;0.1436;0.4369;0.4739;0.4743214;0.4743214;25.481;22.0121;15.185;14.3357;40.0635;40.2619;40.5275;40.5326
469.5;0;0.0009;0.1379;0.436;0.4739;0.4743214;0.4743214;25.4818;22.1527;15.2046;14.3359;40.0648;40.263;40.5283;40.5333
470;0;0.0009;0.1379;0.436;0.4739;0.4743214;0.4743214;25.4818;22.1527;15.2046;14.3359;40.0648;40.263;40.5283;40.5333
470;0;0.0007;0.1324;0.4352;0.4739;0.4743214;0.4743214;25.4826;22.2896;15.2239;14.3362;40.066;40.2641;40.529;40.534
470.5;0;0.0007;0.1324;0.4352;0.4739;0.4743214;0.4743214;25.4826;22.2896;15.2239;14.3362;40.066;40.2641;40.529;40.534
470.5;0;0.0006;0.127;0.4344;0.4739;0.4743214;0.4743214;25.4835;22.4228;15.2431;14.3364;40.0673;40.2652;40.5298;40.5347
471;0;0.0006;0.127;0.4344;0.4739;0.4743214;0.4743214;25.4835;22.4228;15.2431;14.3364;40.0673;40.2652;40.5298;40.5347
471;0;0.0004;0.1218;0.4336;0.4739;0.4743214;0.4743214;25.4843;22.5524;15.262;14.3367;40.0685;40.2663;40.5305;40.5354
471.5;0;0.0004;0.1218;0.4336;0.4739;0.4743214;0.4743214;25.4843;22.5524;15.262;14.3367;40.0685;40.2663;40.5305;40.5354
471.5;0;0.0003;0.1168;0.4327;0.4739;0.4743214;0.4743214;25.4852;22.6784;15.2807;14.3369;40.0698;40.2674;40.5313;40.5361
472;0;0.0003;0.1168;0.4327;0.4739;0.4743214;0.4743214;25.4852;22.6784;15.2807;14.3369;40.0698;40.2674;40.5313;40.5361
472;0;0.0003;0.1119;0.432;0.4739;0.4743214;0.4743214;25.486;22.8008;15.2991;14.3372;40.071;40.2685;40.532;40.5368
472.5;0;0.0003;0.1119;0.432;0.4739;0.4743214;0.4743214;25.486;22.8008;15.2991;14.3372;40.071;40.2685;40.532;40.5368
472.5;0;0.0002;0.1071;0.4312;0.4739;0.4743214;0.4743214;25.4868;22.9196;15.3173;14.3374;40.0723;40.2696;40.5328;40.5375
473;0;0.0002;0.1071;0.4312;0.4739;0.4743214;0.4743214;25.4868;22.9196;15.3173;14.3374;40.0723;40.2696;40.5328;40.5375
473;0;0.0002;0.1025;0.4304;0.4738;0.4743214;0.4743214;25.4877;23.0349;15.3353;14.3377;40.0735;40.2708;40.5335;40.5382
473.5;0;0.0002;0.1025;0.4304;0.4738;0.4743214;0.4743214;25.4877;23.0349;15.3353;14.3377;40.0735;40.2708;40.5335;40.5382
473.5;0;0.0001;0.098;0.4296;0.4738;0.4743214;0.4743214;25.4885;23.1467;15.353;14.3379;40.0748;40.2719;40.5343;40.5389
474;0;0.0001;0.098;0.4296;0.4738;0.4743214;0.4743214;25.4885;23.1467;15.353;14.3379;40.0748;40.2719;40.5343;40.5389
474;0;0.0001;0.0937;0.4289;0.4738;0.4743214;0.4743214;25.4894;23.2549;15.3705;14.3382;40.076;40.273;40.535;40.5396
474.5;0;0.0001;0.0937;0.4289;0.4738;0.4743214;0.4743214;25.4894;23.2549;15.3705;14.3382;40.076;40.273;40.535;40.5396
474.5;0;0.0001;0.0896;0.4281;0.4738;0.4743214;0.4743214;25.4902;23.3598;15.3877;14.3385;40.0773;40.2742;40.5358;40.5403
475;0;0.0001;0.0896;0.4281;0.4738;0.4743214;0.4743214;25.4902;23.3598;15.3877;14.3385;40.0773;40.2742;40.5358;40.5403
475;0;0.0001;0.0855;0.4274;0.4738;0.4743214;0.4743214;25.491;23.4612;15.4047;14.3387;40.0785;40.2753;40.5365;40.541
475.5;0;0.0001;0.0855;0.4274;0.4738;0.4743214;0.4743214;25.491;23.4612;15.4047;14.3387;40.0785;40.2753;40.5365;40.541
475.5;0;0;0.0817;0.4267;0.4738;0.4743214;0.4743214;25.4919;23.5592;15.4214;14.339;40.0798;40.2765;40.5373;40.5417
476;0;0;0.0817;0.4267;0.4738;0.4743214;0.4743214;25.4919;23.5592;15.4214;14.339;40.0798;40.2765;40.5373;40.5417
476;0;0;0.0779;0.426;0.4738;0.4743214;0.4743214;25.4927;23.6539;15.4378;14.3392;40.081;40.2777;40.538;40.5424
476.5;0;0;0.0779;0.426;0.4738;0.4743214;0.4743214;25.4927;23.6539;15.4378;14.3392;40.081;40.2777;40.538;40.5424
476.5;0;0;0.0743;0.4253;0.4738;0.4743214;0.4743214;25.4936;23.7454;15.454;14.3395;40.0823;40.2788;40.5388;40.5431
477;0;0;0.0743;0.4253;0.4738;0.4743214;0.4743214;25.4936;23.7454;15.454;14.3395;40.0823;40.2788;40.5388;40.5431
477;0;0;0.0708;0.4246;0.4738;0.4743214;0.4743214;25.4944;23.8337;15.4699;14.3397;40.0835;40.28;40.5396;40.5439
477.5;0;0;0.0708;0.4246;0.4738;0.4743214;0.4743214;25.4944;23.8337;15.4699;14.3397;40.0835;40.28;40.5396;40.5439
477.5;0;0;0.0675;0.424;0.4738;0.4743214;0.4743214;25.4952;23.9187;15.4855;14.34;40.0848;40.2812;40.5403;40.5446
478;0;0;0.0675;0.424;0.4738;0.4743214;0.4743214;25.4952;23.9187;15.4855;14.34;40.0848;40.2812;40.5403;40.5446
478;0;0;0.0642;0.4233;0.4738;0.4743214;0.4743214;25.4961;24.0007;15.5008;14.3402;40.086;40.2823;40.5411;40.5453
478.5;0;0;0.0642;0.4233;0.4738;0.4743214;0.4743214;25.4961;24.0007;15.5008;14.3402;40.086;40.2823;40.5411;40.5453
478.5;0;0;0.0611;0.4227;0.4738;0.4743214;0.4743214;25.4969;24.0797;15.5159;14.3405;40.0873;40.2835;40.5418;40.546
479;0;0;0.0611;0.4227;0.4738;0.4743214;0.4743214;25.4969;24.0797;15.5159;14.3405;40.0873;40.2835;40.5418;40.546
479;0;0;0.0582;0.422;0.4738;0.4743214;0.4743214;25.4978;24.1556;15.5306;14.3407;40.0885;40.2847;40.5426;40.5467
479.5;0;0;0.0582;0.422;0.4738;0.4743214;0.4743214;25.4978;24.1556;15.5306;14.3407;40.0885;40.2847;40.5426;40.5467
479.5;0;0;0.0553;0.4214;0.4738;0.4743214;0.4743214;25.4986;24.2286;15.5451;14.341;40.0898;40.2859;40.5434;40.5474
480;0;0;0.0553;0.4214;0.4738;0.4743214;0.4743214;25.4986;24.2286;15.5451;14.341;40.0898;40.2859;40.5434;40.5474
480;0;0;0.0525;0.4208;0.4737;0.4743214;0.4743214;25.4995;24.2988;15.5592;14.3412;40.091;40.2871;40.5441;40.5481
480.5;0;0;0.0525;0.4208;0.4737;0.4743214;0.4743214;25.4995;24.2988;15.5592;14.3412;40.091;40.2871;40.5441;40.5481
480.5;0;0;0.0499;0.4202;0.4737;0.4743214;0.4743214;25.5003;24.3661;15.5731;14.3415;40.0923;40.2883;40.5449;40.5488
481;0;0;0.0499;0.4202;0.4737;0.4743214;0.4743214;25.5003;24.3661;15.5731;14.3415;40.0923;40.2883;40.5449;40.5488
481;0;0;0.0474;0.4196;0.4737;0.4743214;0.4743214;25.5011;24.4307;15.5867;14.3417;40.0935;40.2895;40.5457;40.5495
481.5;0;0;0.0474;0.4196;0.4737;0.4743214;0.4743214;25.5011;24.4307;15.5867;14.3417;40.0935;40.2895;40.5457;40.5495
481.5;0;0;0.045;0.4191;0.4737;0.4743214;0.4743214;25.502;24.4927;15.5999;14.342;40.0948;40.2907;40.5464;40.5502
482;0;0;0.045;0.4191;0.4737;0.4743214;0.4743214;25.502;24.4927;15.5999;14.342;40.0948;40.2907;40.5464;40.5502
482;0;0;0.0427;0.4185;0.4737;0.4743214;0.4743214;25.5028;24.552;15.6129;14.3422;40.096;40.2919;40.5472;40.5509
482.5;0;0;0.0427;0.4185;0.4737;0.4743214;0.4743214;25.5028;24.552;15.6129;14.3422;40.096;40.2919;40.5472;40.5509
482.5;0;0;0.0405;0.418;0.4737;0.4743214;0.4743214;25.5037;24.6088;15.6255;14.3425;40.0973;40.2931;40.5479;40.5516
483;0;0;0.0405;0.418;0.4737;0.4743214;0.4743214;25.5037;24.6088;15.6255;14.3425;40.0973;40.2931;40.5479;40.5516
483;0;0;0.0383;0.4174;0.4737;0.4743214;0.4743214;25.5045;24.6631;15.6378;14.3427;40.0985;40.2943;40.5487;40.5523
483.5;0;0;0.0383;0.4174;0.4737;0.4743214;0.4743214;25.5045;24.6631;15.6378;14.3427;40.0985;40.2943;40.5487;40.5523
483.5;0;0;0.0363;0.4169;0.4737;0.4743214;0.4743214;25.5053;24.715;15.6498;14.343;40.0998;40.2955;40.5495;40.553
484;0;0;0.0363;0.4169;0.4737;0.4743214;0.4743214;25.5053;24.715;15.6498;14.343;40.0998;40.2955;40.5495;40.553
484;0;0;0.0344;0.4164;0.4737;0.4743214;0.4743214;25.5062;24.7646;15.6615;14.3432;40.101;40.2967;40.5502;40.5537
484.5;0;0;0.0344;0.4164;0.4737;0.4743214;0.4743214;25.5062;24.7646;15.6615;14.3432;40.101;40.2967;40.5502;40.5537
484.5;0;0;0.0326;0.416;0.4737;0.4743214;0.4743214;25.507;24.8119;15.6728;14.3435;40.1023;40.2979;40.551;40.5544
485;0;0;0.0326;0.416;0.4737;0.4743214;0.4743214;25.507;24.8119;15.6728;14.3435;40.1023;40.2979;40.551;40.5544
485;0;0;0.0308;0.4155;0.4737;0.4743214;0.4743214;25.5079;24.8569;15.6838;14.3438;40.1035;40.2991;40.5518;40.5551
485.5;0;0;0.0308;0.4155;0.4737;0.4743214;0.4743214;25.5079;24.8569;15.6838;14.3438;40.1035;40.2991;40.5518;40.5551
485.5;0;0;0.0292;0.415;0.4737;0.4743214;0.4743214;25.5087;24.8999;15.6945;14.344;40.1048;40.3004;40.5526;40.5558
486;0;0;0.0292;0.415;0.4737;0.4743214;0.4743214;25.5087;24.8999;15.6945;14.344;40.1048;40.3004;40.5526;40.5558
486;0;0;0.0276;0.4146;0.4737;0.4743214;0.4743214;25.5095;24.9407;15.7049;14.3443;40.106;40.3016;40.5533;40.5565
486.5;0;0;0.0276;0.4146;0.4737;0.4743214;0.4743214;25.5095;24.9407;15.7049;14.3443;40.106;40.3016;40.5533;40.5565
486.5;0;0;0.0261;0.4142;0.4737;0.4743214;0.4743214;25.5104;24.9795;15.7149;14.3445;40.1073;40.3028;40.5541;40.5572
487;0;0;0.0261;0.4142;0.4737;0.4743214;0.4743214;25.5104;24.9795;15.7149;14.3445;40.1073;40.3028;40.5541;40.5572
487;0;0;0.0247;0.4138;0.4737;0.4743214;0.4743214;25.5112;25.0163;15.7246;14.3448;40.1085;40.304;40.5549;40.5579
487.5;0;0;0.0247;0.4138;0.4737;0.4743214;0.4743214;25.5112;25.0163;15.7246;14.3448;40.1085;40.304;40.5549;40.5579
487.5;0;0;0.0234;0.4134;0.4737;0.4743214;0.4743214;25.5121;25.0512;15.7339;14.345;40.1098;40.3053;40.5556;40.5586
488;0;0;0.0234;0.4134;0.4737;0.4743214;0.4743214;25.5121;25.0512;15.7339;14.345;40.1098;40.3053;40.5556;40.5586
488;0;0;0.0221;0.413;0.4737;0.4743214;0.4743214;25.5129;25.0843;15.7429;14.3453;40.111;40.3065;40.5564;40.5593
488.5;0;0;0.0221;0.413;0.4737;0.4743214;0.4743214;25.5129;25.0843;15.7429;14.3453;40.111;40.3065;40.5564;40.5593
488.5;0;0;0.0209;0.4126;0.4737;0.4743214;0.4743214;25.5138;25.1156;15.7516;14.3455;40.1123;40.3077;40.5572;40.56
489;0;0;0.0209;0.4126;0.4737;0.4743214;0.4743214;25.5138;25.1156;15.7516;14.3455;40.1123;40.3077;40.5572;40.56
489;0;0;0.0198;0.4123;0.4737;0.4743214;0.4743214;25.5146;25.1451;15.7599;14.3458;40.1135;40.309;40.558;40.5607
489.5;0;0;0.0198;0.4123;0.4737;0.4743214;0.4743214;25.5146;25.1451;15.7599;14.3458;40.1135;40.309;40.558;40.5607
489.5;0;0;0.0187;0.412;0.4736;0.4743214;0.4743214;25.5154;25.1729;15.7678;14.346;40.1148;40.3102;40.5587;40.5614
490;0;0;0.0187;0.412;0.4736;0.4743214;0.4743214;25.5154;25.1729;15.7678;14.346;40.1148;40.3102;40.5587;40.5614
490;0;0;0.0177;0.4116;0.4736;0.4743214;0.4743214;25.5163;25.1992;15.7754;14.3463;40.116;40.3114;40.5595;40.5621
490.5;0;0;0.0177;0.4116;0.4736;0.4743214;0.4743214;25.5163;25.1992;15.7754;14.3463;40.116;40.3114;40.5595;40.5621
490.5;0;0;0.0168;0.4113;0.4736;0.4743214;0.4743214;25.5171;25.2238;15.7827;14.3465;40.1173;40.3127;40.5603;40.5628
491;0;0;0.0168;0.4113;0.4736;0.4743214;0.4743214;25.5171;25.2238;15.7827;14.3465;40.1173;40.3127;40.5603;40.5628
491;0;0;0.0159;0.4111;0.4736;0.4743214;0.4743214;25.518;25.2469;15.7896;14.3468;40.1186;40.3139;40.5611;40.5635
491.5;0;0;0.0159;0.4111;0.4736;0.4743214;0.4743214;25.518;25.2469;15.7896;14.3468;40.1186;40.3139;40.5611;40.5635
491.5;0;0;0.0151;0.4108;0.4736;0.4743214;0.4743214;25.5188;25.2685;15.7961;14.347;40.1198;40.3151;40.5618;40.5642
492;0;0;0.0151;0.4108;0.4736;0.4743214;0.4743214;25.5188;25.2685;15.7961;14.347;40.1198;40.3151;40.5618;40.5642
492;0;0;0.0143;0.4105;0.4736;0.4743214;0.4743214;25.5197;25.2886;15.8023;14.3473;40.1211;40.3164;40.5626;40.565
492.5;0;0;0.0143;0.4105;0.4736;0.4743214;0.4743214;25.5197;25.2886;15.8023;14.3473;40.1211;40.3164;40.5626;40.565
492.5;0;0;0.0136;0.4103;0.4736;0.4743214;0.4743214;25.5205;25.3073;15.8081;14.3475;40.1223;40.3176;40.5634;40.5657
493;0;0;0.0136;0.4103;0.4736;0.4743214;0.4743214;25.5205;25.3073;15.8081;14.3475;40.1223;40.3176;40.5634;40.5657
493;0;0;0.013;0.4101;0.4736;0.4743214;0.4743214;25.5213;25.3247;15.8136;14.3478;40.1236;40.3189;40.5641;40.5664
493.5;0;0;0.013;0.4101;0.4736;0.4743214;0.4743214;25.5213;25.3247;15.8136;14.3478;40.1236;40.3189;40.5641;40.5664
493.5;0;0;0.0124;0.4099;0.4736;0.4743214;0.4743214;25.5222;25.3407;15.8186;14.348;40.1248;40.3201;40.5649;40.5671
494;0;0;0.0124;0.4099;0.4736;0.4743214;0.4743214;25.5222;25.3407;15.8186;14.348;40.1248;40.3201;40.5649;40.5671
494;0;0;0.0118;0.4097;0.4736;0.4743214;0.4743214;25.523;25.3555;15.8234;14.3483;40.1261;40.3214;40.5657;40.5678
494.5;0;0;0.0118;0.4097;0.4736;0.4743214;0.4743214;25.523;25.3555;15.8234;14.3483;40.1261;40.3214;40.5657;40.5678
494.5;0;0;0.0113;0.4095;0.4736;0.4743214;0.4743214;25.5239;25.3689;15.8277;14.3485;40.1273;40.3226;40.5665;40.5685
495;0;0;0.0113;0.4095;0.4736;0.4743214;0.4743214;25.5239;25.3689;15.8277;14.3485;40.1273;40.3226;40.5665;40.5685
495;0;0;0.0109;0.4093;0.4736;0.4743214;0.4743214;25.5247;25.3811;15.8318;14.3488;40.1286;40.3238;40.5673;40.5692
495.5;0;0;0.0109;0.4093;0.4736;0.4743214;0.4743214;25.5247;25.3811;15.8318;14.3488;40.1286;40.3238;40.5673;40.5692
495.5;0;0;0.0105;0.4092;0.4736;0.4743214;0.4743214;25.5255;25.3921;15.8354;14.349;40.1298;40.3251;40.568;40.5699
496;0;0;0.0105;0.4092;0.4736;0.4743214;0.4743214;25.5255;25.3921;15.8354;14.349;40.1298;40.3251;40.568;40.5699
496;0;0;0.0101;0.4091;0.4736;0.4743214;0.4743214;25.5264;25.4019;15.8387;14.3493;40.1311;40.3263;40.5688;40.5706
496.5;0;0;0.0101;0.4091;0.4736;0.4743214;0.4743214;25.5264;25.4019;15.8387;14.3493;40.1311;40.3263;40.5688;40.5706
496.5;0;0;0.0098;0.4089;0.4736;0.4743214;0.4743214;25.5272;25.4106;15.8416;14.3495;40.1323;40.3276;40.5696;40.5713
497;0;0;0.0098;0.4089;0.4736;0.4743214;0.4743214;25.5272;25.4106;15.8416;14.3495;40.1323;40.3276;40.5696;40.5713
497;0;0;0.0096;0.4088;0.4736;0.4743214;0.4743214;25.5281;25.4181;15.8441;14.3498;40.1336;40.3288;40.5704;40.572
497.5;0;0;0.0096;0.4088;0.4736;0.4743214;0.4743214;25.5281;25.4181;15.8441;14.3498;40.1336;40.3288;40.5704;40.572
497.5;0;0;0.0093;0.4088;0.4736;0.4743214;0.4743214;25.5289;25.4244;15.8462;14.35;40.1348;40.3301;40.5711;40.5727
498;0;0;0.0093;0.4088;0.4736;0.4743214;0.4743214;25.5289;25.4244;15.8462;14.35;40.1348;40.3301;40.5711;40.5727
498;0;0;0.0092;0.4087;0.4736;0.4743214;0.4743214;25.5298;25.4297;15.848;14.3503;40.1361;40.3313;40.5719;40.5734
498.5;0;0;0.0092;0.4087;0.4736;0.4743214;0.4743214;25.5298;25.4297;15.848;14.3503;40.1361;40.3313;40.5719;40.5734
498.5;0;0;0.009;0.4087;0.4736;0.4743214;0.4743214;25.5306;25.4338;15.8495;14.3505;40.1373;40.3326;40.5727;40.5741
