DEPTH;PRESSURE;TIME_INDEX;DATES
446.5;40.03605;3;02.Jan.2023
447.0;40.03677;3;02.Jan.2023
447.5;40.03749;3;02.Jan.2023
448.0;40.0382;3;02.Jan.2023
448.5;40.03893;3;02.Jan.2023
449.0;40.03965;3;02.Jan.2023
449.5;40.04037;3;02.Jan.2023
450.0;40.0411;3;02.Jan.2023
450.5;40.04182;3;02.Jan.2023
451.0;40.04255;3;02.Jan.2023
451.5;40.04328;3;02.Jan.2023
452.0;40.04401;3;02.Jan.2023
452.5;40.04474;3;02.Jan.2023
453.0;40.04548;3;02.Jan.2023
453.5;40.04622;3;02.Jan.2023
454.0;40.04695;3;02.Jan.2023
454.5;40.04769;3;02.Jan.2023
455.0;40.04843;3;02.Jan.2023
455.5;40.04917;3;02.Jan.2023
456.0;40.04991;3;02.Jan.2023
456.5;40.05066;3;02.Jan.2023
457.0;40.0514;3;02.Jan.2023
457.5;40.05214;3;02.Jan.2023
458.0;40.05289;3;02.Jan.2023
458.5;40.05364;3;02.Jan.2023
459.0;40.05439;3;02.Jan.2023
459.5;40.05515;3;02.Jan.2023
460.0;40.0559;3;02.Jan.2023
460.5;40.05665;3;02.Jan.2023
461.0;40.05741;3;02.Jan.2023
461.5;40.05816;3;02.Jan.2023
462.0;40.05892;3;02.Jan.2023
462.5;40.05968;3;02.Jan.2023
463.0;40.06044;3;02.Jan.2023
463.5;40.06121;3;02.Jan.2023
464.0;40.06197;3;02.Jan.2023
464.5;40.06273;3;02.Jan.2023
465.0;40.0635;3;02.Jan.2023
465.5;40.06427;3;02.Jan.2023
466.0;40.06504;3;02.Jan.2023
466.5;40.06581;3;02.Jan.2023
467.0;40.06658;3;02.Jan.2023
467.5;40.06735;3;02.Jan.2023
468.0;40.06812;3;02.Jan.2023
468.5;40.0689;3;02.Jan.2023
469.0;40.06967;3;02.Jan.2023
469.5;40.07045;3;02.Jan.2023
470.0;40.07123;3;02.Jan.2023
470.5;40.07201;3;02.Jan.2023
471.0;40.07278;3;02.Jan.2023
471.5;40.07357;3;02.Jan.2023
472.0;40.07435;3;02.Jan.2023
472.5;40.07513;3;02.Jan.2023
473.0;40.07592;3;02.Jan.2023
473.5;40.0767;3;02.Jan.2023
474.0;40.07749;3;02.Jan.2023
474.5;40.07827;3;02.Jan.2023
475.0;40.07906;3;02.Jan.2023
475.5;40.07985;3;02.Jan.2023
476.0;40.08064;3;02.Jan.2023
476.5;40.08143;3;02.Jan.2023
477.0;40.08223;3;02.Jan.2023
477.5;40.08302;3;02.Jan.2023
478.0;40.08381;3;02.Jan.2023
478.5;40.08461;3;02.Jan.2023
479.0;40.0854;3;02.Jan.2023
479.5;40.0862;3;02.Jan.2023
480.0;40.08699;3;02.Jan.2023
480.5;40.08779;3;02.Jan.2023
481.0;40.08859;3;02.Jan.2023
481.5;40.08939;3;02.Jan.2023
482.0;40.09019;3;02.Jan.2023
482.5;40.09099;3;02.Jan.2023
483.0;40.09179;3;02.Jan.2023
483.5;40.09259;3;02.Jan.2023
484.0;40.0934;3;02.Jan.2023
484.5;40.0942;3;02.Jan.2023
485.0;40.09501;3;02.Jan.2023
485.5;40.09581;3;02.Jan.2023
486.0;40.09661;3;02.Jan.2023
486.5;40.09742;3;02.Jan.2023
487.0;40.09822;3;02.Jan.2023
487.5;40.09903;3;02.Jan.2023
488.0;40.09984;3;02.Jan.2023
488.5;40.10065;3;02.Jan.2023
489.0;40.10146;3;02.Jan.2023
489.5;40.10226;3;02.Jan.2023
490.0;40.10307;3;02.Jan.2023
490.5;40.10388;3;02.Jan.2023
491.0;40.10469;3;02.Jan.2023
491.5;40.1055;3;02.Jan.2023
492.0;40.10631;3;02.Jan.2023
492.5;40.10712;3;02.Jan.2023
493.0;40.10793;3;02.Jan.2023
493.5;40.10874;3;02.Jan.2023
494.0;40.10955;3;02.Jan.2023
494.5;40.11036;3;02.Jan.2023
495.0;40.11118;3;02.Jan.2023
495.5;40.11198;3;02.Jan.2023
496.0;40.1128;3;02.Jan.2023
496.5;40.11361;3;02.Jan.2023
497.0;40.11442;3;02.Jan.2023
497.5;40.11523;3;02.Jan.2023
498.0;40.11604;3;02.Jan.2023
498.5;40.11686;3;02.Jan.2023
499.0;40.11767;3;02.Jan.2023
499.5;40.11848;3;02.Jan.2023
400.0;39.97131;4;02.Jan.2027
400.5;39.97203;4;02.Jan.2027
401.0;39.97275;4;02.Jan.2027
401.5;39.97347;4;02.Jan.2027
402.0;39.97419;4;02.Jan.2027
402.5;39.9749;4;02.Jan.2027
403.0;39.97562;4;02.Jan.2027
403.5;39.97634;4;02.Jan.2027
404.0;39.97706;4;02.Jan.2027
404.5;39.97778;4;02.Jan.2027
405.0;39.97849;4;02.Jan.2027
405.5;39.97921;4;02.Jan.2027
406.0;39.97993;4;02.Jan.2027
406.5;39.98064;4;02.Jan.2027
407.0;39.98137;4;02.Jan.2027
407.5;39.98208;4;02.Jan.2027
408.0;39.9828;4;02.Jan.2027
408.5;39.98352;4;02.Jan.2027
409.0;39.98423;4;02.Jan.2027
409.5;39.98495;4;02.Jan.2027
410.0;39.98567;4;02.Jan.2027
410.5;39.98639;4;02.Jan.2027
411.0;39.98711;4;02.Jan.2027
411.5;39.98783;4;02.Jan.2027
412.0;39.98854;4;02.Jan.2027
412.5;39.98926;4;02.Jan.2027
413.0;39.98998;4;02.Jan.2027
413.5;39.9907;4;02.Jan.2027
414.0;39.99142;4;02.Jan.2027
414.5;39.99213;4;02.Jan.2027
415.0;39.99285;4;02.Jan.2027
415.5;39.99357;4;02.Jan.2027
416.0;39.99429;4;02.Jan.2027
416.5;39.99501;4;02.Jan.2027
417.0;39.99572;4;02.Jan.2027
417.5;39.99644;4;02.Jan.2027
418.0;39.99716;4;02.Jan.2027
418.5;39.99788;4;02.Jan.2027
419.0;39.9986;4;02.Jan.2027
419.5;39.99932;4;02.Jan.2027
420.0;40.00003;4;02.Jan.2027
420.5;40.00076;4;02.Jan.2027
421.0;40.00147;4;02.Jan.2027
421.5;40.00219;4;02.Jan.2027
422.0;40.00291;4;02.Jan.2027
422.5;40.00363;4;02.Jan.2027
423.0;40.00434;4;02.Jan.2027
423.5;40.00507;4;02.Jan.2027
424.0;40.00578;4;02.Jan.2027
424.5;40.0065;4;02.Jan.2027
425.0;40.00722;4;02.Jan.2027
425.5;40.00794;4;02.Jan.2027
426.0;40.00866;4;02.Jan.2027
426.5;40.00938;4;02.Jan.2027
427.0;40.01009;4;02.Jan.2027
427.5;40.01081;4;02.Jan.2027
428.0;40.01153;4;02.Jan.2027
428.5;40.01225;4;02.Jan.2027
429.0;40.01297;4;02.Jan.2027
429.5;40.01369;4;02.Jan.2027
430.0;40.01441;4;02.Jan.2027
430.5;40.01513;4;02.Jan.2027
431.0;40.01584;4;02.Jan.2027
431.5;40.01656;4;02.Jan.2027
432.0;40.01728;4;02.Jan.2027
432.5;40.018;4;02.Jan.2027
433.0;40.01872;4;02.Jan.2027
433.5;40.01944;4;02.Jan.2027
434.0;40.02016;4;02.Jan.2027
434.5;40.02088;4;02.Jan.2027
435.0;40.0216;4;02.Jan.2027
435.5;40.02232;4;02.Jan.2027
436.0;40.02303;4;02.Jan.2027
436.5;40.02375;4;02.Jan.2027
437.0;40.02447;4;02.Jan.2027
437.5;40.02519;4;02.Jan.2027
438.0;40.02591;4;02.Jan.2027
438.5;40.02663;4;02.Jan.2027
439.0;40.02735;4;02.Jan.2027
439.5;40.02807;4;02.Jan.2027
440.0;40.02879;4;02.Jan.2027
440.5;40.02951;4;02.Jan.2027
441.0;40.03022;4;02.Jan.2027
441.5;40.03094;4;02.Jan.2027
442.0;40.03166;4;02.Jan.2027
442.5;40.03238;4;02.Jan.2027
443.0;40.0331;4;02.Jan.2027
443.5;40.03382;4;02.Jan.2027
444.0;40.03454;4;02.Jan.2027
444.5;40.03526;4;02.Jan.2027
445.0;40.03598;4;02.Jan.2027
445.5;40.0367;4;02.Jan.2027
446.0;40.03742;4;02.Jan.2027
446.5;40.03814;4;02.Jan.2027
447.0;40.03886;4;02.Jan.2027
447.5;40.03958;4;02.Jan.2027
448.0;40.04029;4;02.Jan.2027
448.5;40.04102;4;02.Jan.2027
449.0;40.04174;4;02.Jan.2027
449.5;40.04245;4;02.Jan.2027
450.0;40.04317;4;02.Jan.2027
450.5;40.0439;4;02.Jan.2027
451.0;40.04461;4;02.Jan.2027
451.5;40.04533;4;02.Jan.2027
452.0;40.04605;4;02.Jan.2027
452.5;40.04677;4;02.Jan.2027
453.0;40.04749;4;02.Jan.2027
453.5;40.04821;4;02.Jan.2027
454.0;40.04893;4;02.Jan.2027
454.5;40.04965;4;02.Jan.2027
455.0;40.05037;4;02.Jan.2027
455.5;40.05109;4;02.Jan.2027
456.0;40.05181;4;02.Jan.2027
456.5;40.05253;4;02.Jan.2027
457.0;40.05325;4;02.Jan.2027
457.5;40.05397;4;02.Jan.2027
458.0;40.05469;4;02.Jan.2027
458.5;40.05541;4;02.Jan.2027
459.0;40.05613;4;02.Jan.2027
459.5;40.05685;4;02.Jan.2027
460.0;40.05757;4;02.Jan.2027
460.5;40.05829;4;02.Jan.2027
461.0;40.05901;4;02.Jan.2027
461.5;40.05973;4;02.Jan.2027
462.0;40.06045;4;02.Jan.2027
462.5;40.06117;4;02.Jan.2027
463.0;40.06189;4;02.Jan.2027
463.5;40.06261;4;02.Jan.2027
464.0;40.06333;4;02.Jan.2027
464.5;40.06405;4;02.Jan.2027
465.0;40.06477;4;02.Jan.2027
465.5;40.06549;4;02.Jan.2027
466.0;40.06622;4;02.Jan.2027
466.5;40.06693;4;02.Jan.2027
467.0;40.06765;4;02.Jan.2027
467.5;40.06837;4;02.Jan.2027
468.0;40.0691;4;02.Jan.2027
468.5;40.06982;4;02.Jan.2027
469.0;40.07054;4;02.Jan.2027
469.5;40.07126;4;02.Jan.2027
470.0;40.07198;4;02.Jan.2027
470.5;40.0727;4;02.Jan.2027
471.0;40.07342;4;02.Jan.2027
471.5;40.07414;4;02.Jan.2027
472.0;40.07486;4;02.Jan.2027
472.5;40.07558;4;02.Jan.2027
473.0;40.0763;4;02.Jan.2027
473.5;40.07702;4;02.Jan.2027
474.0;40.07774;4;02.Jan.2027
474.5;40.07846;4;02.Jan.2027
475.0;40.07918;4;02.Jan.2027
475.5;40.0799;4;02.Jan.2027
476.0;40.08062;4;02.Jan.2027
476.5;40.08134;4;02.Jan.2027
477.0;40.08207;4;02.Jan.2027
477.5;40.08279;4;02.Jan.2027
478.0;40.08351;4;02.Jan.2027
478.5;40.08423;4;02.Jan.2027
479.0;40.08495;4;02.Jan.2027
479.5;40.08567;4;02.Jan.2027
480.0;40.08639;4;02.Jan.2027
480.5;40.08711;4;02.Jan.2027
481.0;40.08783;4;02.Jan.2027
481.5;40.08855;4;02.Jan.2027
482.0;40.08928;4;02.Jan.2027
482.5;40.09;4;02.Jan.2027
483.0;40.09072;4;02.Jan.2027
483.5;40.09144;4;02.Jan.2027
484.0;40.09216;4;02.Jan.2027
484.5;40.09288;4;02.Jan.2027
485.0;40.0936;4;02.Jan.2027
485.5;40.09432;4;02.Jan.2027
486.0;40.09504;4;02.Jan.2027
486.5;40.09576;4;02.Jan.2027
487.0;40.09649;4;02.Jan.2027
487.5;40.09721;4;02.Jan.2027
488.0;40.09793;4;02.Jan.2027
488.5;40.09865;4;02.Jan.2027
489.0;40.09937;4;02.Jan.2027
489.5;40.10009;4;02.Jan.2027
490.0;40.10081;4;02.Jan.2027
490.5;40.10153;4;02.Jan.2027
491.0;40.10225;4;02.Jan.2027
491.5;40.10297;4;02.Jan.2027
492.0;40.1037;4;02.Jan.2027
492.5;40.10442;4;02.Jan.2027
493.0;40.10514;4;02.Jan.2027
493.5;40.10586;4;02.Jan.2027
494.0;40.10658;4;02.Jan.2027
494.5;40.1073;4;02.Jan.2027
495.0;40.10802;4;02.Jan.2027
495.5;40.10875;4;02.Jan.2027
496.0;40.10947;4;02.Jan.2027
496.5;40.11019;4;02.Jan.2027
497.0;40.11091;4;02.Jan.2027
497.5;40.11163;4;02.Jan.2027
498.0;40.11235;4;02.Jan.2027
498.5;40.11308;4;02.Jan.2027
499.0;40.1138;4;02.Jan.2027
499.5;40.11452;4;02.Jan.2027
