DEPTH;GAS_DEN;TIME_INDEX;DATES
446.5;14.47849;3;02.Jan.2023
447.0;14.50767;3;02.Jan.2023
447.5;14.53689;3;02.Jan.2023
448.0;14.56614;3;02.Jan.2023
448.5;14.59542;3;02.Jan.2023
449.0;14.62472;3;02.Jan.2023
449.5;14.65403;3;02.Jan.2023
450.0;14.68334;3;02.Jan.2023
450.5;14.71266;3;02.Jan.2023
451.0;14.74196;3;02.Jan.2023
451.5;14.77125;3;02.Jan.2023
452.0;14.80051;3;02.Jan.2023
452.5;14.82975;3;02.Jan.2023
453.0;14.85894;3;02.Jan.2023
453.5;14.88809;3;02.Jan.2023
454.0;14.91719;3;02.Jan.2023
454.5;14.94623;3;02.Jan.2023
455.0;14.9752;3;02.Jan.2023
455.5;15.00409;3;02.Jan.2023
456.0;15.03291;3;02.Jan.2023
456.5;15.06164;3;02.Jan.2023
457.0;15.09027;3;02.Jan.2023
457.5;15.11881;3;02.Jan.2023
458.0;15.14723;3;02.Jan.2023
458.5;15.17554;3;02.Jan.2023
459.0;15.20372;3;02.Jan.2023
459.5;15.23178;3;02.Jan.2023
460.0;15.2597;3;02.Jan.2023
460.5;15.28748;3;02.Jan.2023
461.0;15.31511;3;02.Jan.2023
461.5;15.34258;3;02.Jan.2023
462.0;15.36988;3;02.Jan.2023
462.5;15.39702;3;02.Jan.2023
463.0;15.42398;3;02.Jan.2023
463.5;15.45076;3;02.Jan.2023
464.0;15.47734;3;02.Jan.2023
464.5;15.50373;3;02.Jan.2023
465.0;15.52992;3;02.Jan.2023
465.5;15.5559;3;02.Jan.2023
466.0;15.58166;3;02.Jan.2023
466.5;15.6072;3;02.Jan.2023
467.0;15.63252;3;02.Jan.2023
467.5;15.6576;3;02.Jan.2023
468.0;15.68243;3;02.Jan.2023
468.5;15.70703;3;02.Jan.2023
469.0;15.73137;3;02.Jan.2023
469.5;15.75545;3;02.Jan.2023
470.0;15.77926;3;02.Jan.2023
470.5;15.80281;3;02.Jan.2023
471.0;15.82608;3;02.Jan.2023
471.5;15.84907;3;02.Jan.2023
472.0;15.87177;3;02.Jan.2023
472.5;15.89418;3;02.Jan.2023
473.0;15.91629;3;02.Jan.2023
473.5;15.9381;3;02.Jan.2023
474.0;15.9596;3;02.Jan.2023
474.5;15.98078;3;02.Jan.2023
475.0;16.00165;3;02.Jan.2023
475.5;16.02219;3;02.Jan.2023
476.0;16.0424;3;02.Jan.2023
476.5;16.06228;3;02.Jan.2023
477.0;16.08182;3;02.Jan.2023
477.5;16.10101;3;02.Jan.2023
478.0;16.11986;3;02.Jan.2023
478.5;16.13835;3;02.Jan.2023
479.0;16.15648;3;02.Jan.2023
479.5;16.17426;3;02.Jan.2023
480.0;16.19166;3;02.Jan.2023
480.5;16.2087;3;02.Jan.2023
481.0;16.22536;3;02.Jan.2023
481.5;16.24164;3;02.Jan.2023
482.0;16.25754;3;02.Jan.2023
482.5;16.27305;3;02.Jan.2023
483.0;16.28817;3;02.Jan.2023
483.5;16.3029;3;02.Jan.2023
484.0;16.31723;3;02.Jan.2023
484.5;16.33115;3;02.Jan.2023
485.0;16.34468;3;02.Jan.2023
485.5;16.35779;3;02.Jan.2023
486.0;16.37049;3;02.Jan.2023
486.5;16.38279;3;02.Jan.2023
487.0;16.39466;3;02.Jan.2023
487.5;16.40611;3;02.Jan.2023
488.0;16.41714;3;02.Jan.2023
488.5;16.42774;3;02.Jan.2023
489.0;16.43792;3;02.Jan.2023
489.5;16.44767;3;02.Jan.2023
490.0;16.45698;3;02.Jan.2023
490.5;16.46585;3;02.Jan.2023
491.0;16.4743;3;02.Jan.2023
491.5;16.4823;3;02.Jan.2023
492.0;16.48986;3;02.Jan.2023
492.5;16.49697;3;02.Jan.2023
493.0;16.50364;3;02.Jan.2023
493.5;16.50987;3;02.Jan.2023
494.0;16.51565;3;02.Jan.2023
494.5;16.52098;3;02.Jan.2023
495.0;16.52585;3;02.Jan.2023
495.5;16.53028;3;02.Jan.2023
496.0;16.53425;3;02.Jan.2023
496.5;16.53777;3;02.Jan.2023
497.0;16.54084;3;02.Jan.2023
497.5;16.54345;3;02.Jan.2023
498.0;16.5456;3;02.Jan.2023
498.5;16.5473;3;02.Jan.2023
499.0;16.54854;3;02.Jan.2023
499.5;16.54932;3;02.Jan.2023
400.0;14.63243;4;02.Jan.2027
400.5;14.63268;4;02.Jan.2027
401.0;14.63295;4;02.Jan.2027
401.5;14.63321;4;02.Jan.2027
402.0;14.63348;4;02.Jan.2027
402.5;14.63376;4;02.Jan.2027
403.0;14.63403;4;02.Jan.2027
403.5;14.63431;4;02.Jan.2027
404.0;14.63459;4;02.Jan.2027
404.5;14.63488;4;02.Jan.2027
405.0;14.63516;4;02.Jan.2027
405.5;14.63545;4;02.Jan.2027
406.0;14.63575;4;02.Jan.2027
406.5;14.63604;4;02.Jan.2027
407.0;14.63634;4;02.Jan.2027
407.5;14.63665;4;02.Jan.2027
408.0;14.63695;4;02.Jan.2027
408.5;14.63726;4;02.Jan.2027
409.0;14.63757;4;02.Jan.2027
409.5;14.63789;4;02.Jan.2027
410.0;14.6382;4;02.Jan.2027
410.5;14.63853;4;02.Jan.2027
411.0;14.63885;4;02.Jan.2027
411.5;14.63917;4;02.Jan.2027
412.0;14.6395;4;02.Jan.2027
412.5;14.63984;4;02.Jan.2027
413.0;14.64017;4;02.Jan.2027
413.5;14.64051;4;02.Jan.2027
414.0;14.64085;4;02.Jan.2027
414.5;14.64119;4;02.Jan.2027
415.0;14.64154;4;02.Jan.2027
415.5;14.64189;4;02.Jan.2027
416.0;14.64224;4;02.Jan.2027
416.5;14.64259;4;02.Jan.2027
417.0;14.64295;4;02.Jan.2027
417.5;14.64331;4;02.Jan.2027
418.0;14.64367;4;02.Jan.2027
418.5;14.64404;4;02.Jan.2027
419.0;14.6444;4;02.Jan.2027
419.5;14.64477;4;02.Jan.2027
420.0;14.64514;4;02.Jan.2027
420.5;14.64552;4;02.Jan.2027
421.0;14.6459;4;02.Jan.2027
421.5;14.64628;4;02.Jan.2027
422.0;14.64666;4;02.Jan.2027
422.5;14.64704;4;02.Jan.2027
423.0;14.64743;4;02.Jan.2027
423.5;14.64782;4;02.Jan.2027
424.0;14.64821;4;02.Jan.2027
424.5;14.6486;4;02.Jan.2027
425.0;14.649;4;02.Jan.2027
425.5;14.6494;4;02.Jan.2027
426.0;14.6498;4;02.Jan.2027
426.5;14.6502;4;02.Jan.2027
427.0;14.6506;4;02.Jan.2027
427.5;14.65101;4;02.Jan.2027
428.0;14.65142;4;02.Jan.2027
428.5;14.65183;4;02.Jan.2027
429.0;14.65224;4;02.Jan.2027
429.5;14.65265;4;02.Jan.2027
430.0;14.65307;4;02.Jan.2027
430.5;14.65349;4;02.Jan.2027
431.0;14.65391;4;02.Jan.2027
431.5;14.65433;4;02.Jan.2027
432.0;14.65475;4;02.Jan.2027
432.5;14.65517;4;02.Jan.2027
433.0;14.6556;4;02.Jan.2027
433.5;14.65603;4;02.Jan.2027
434.0;14.65646;4;02.Jan.2027
434.5;14.65689;4;02.Jan.2027
435.0;14.65732;4;02.Jan.2027
435.5;14.65775;4;02.Jan.2027
436.0;14.65819;4;02.Jan.2027
436.5;14.65862;4;02.Jan.2027
437.0;14.65906;4;02.Jan.2027
437.5;14.6595;4;02.Jan.2027
438.0;14.65994;4;02.Jan.2027
438.5;14.66038;4;02.Jan.2027
439.0;14.66082;4;02.Jan.2027
439.5;14.66126;4;02.Jan.2027
440.0;14.66171;4;02.Jan.2027
440.5;14.66215;4;02.Jan.2027
441.0;14.6626;4;02.Jan.2027
441.5;14.66304;4;02.Jan.2027
442.0;14.66349;4;02.Jan.2027
442.5;14.66394;4;02.Jan.2027
443.0;14.66439;4;02.Jan.2027
443.5;14.66484;4;02.Jan.2027
444.0;14.66529;4;02.Jan.2027
444.5;14.66574;4;02.Jan.2027
445.0;14.66619;4;02.Jan.2027
445.5;14.66664;4;02.Jan.2027
446.0;14.66709;4;02.Jan.2027
446.5;14.66755;4;02.Jan.2027
447.0;14.668;4;02.Jan.2027
447.5;14.66845;4;02.Jan.2027
448.0;14.6689;4;02.Jan.2027
448.5;14.66936;4;02.Jan.2027
449.0;14.66981;4;02.Jan.2027
449.5;14.67027;4;02.Jan.2027
450.0;14.67072;4;02.Jan.2027
450.5;14.67117;4;02.Jan.2027
451.0;14.67163;4;02.Jan.2027
451.5;14.67208;4;02.Jan.2027
452.0;14.67253;4;02.Jan.2027
452.5;14.67299;4;02.Jan.2027
453.0;14.67344;4;02.Jan.2027
453.5;14.67389;4;02.Jan.2027
454.0;14.67434;4;02.Jan.2027
454.5;14.6748;4;02.Jan.2027
455.0;14.67525;4;02.Jan.2027
455.5;14.6757;4;02.Jan.2027
456.0;14.67615;4;02.Jan.2027
456.5;14.6766;4;02.Jan.2027
457.0;14.67705;4;02.Jan.2027
457.5;14.6775;4;02.Jan.2027
458.0;14.67794;4;02.Jan.2027
458.5;14.67839;4;02.Jan.2027
459.0;14.67884;4;02.Jan.2027
459.5;14.67928;4;02.Jan.2027
460.0;14.67973;4;02.Jan.2027
460.5;14.68017;4;02.Jan.2027
461.0;14.68061;4;02.Jan.2027
461.5;14.68105;4;02.Jan.2027
462.0;14.68149;4;02.Jan.2027
462.5;14.68193;4;02.Jan.2027
463.0;14.68237;4;02.Jan.2027
463.5;14.68281;4;02.Jan.2027
464.0;14.68324;4;02.Jan.2027
464.5;14.68368;4;02.Jan.2027
465.0;14.68411;4;02.Jan.2027
465.5;14.68454;4;02.Jan.2027
466.0;14.68497;4;02.Jan.2027
466.5;14.6854;4;02.Jan.2027
467.0;14.68583;4;02.Jan.2027
467.5;14.68625;4;02.Jan.2027
468.0;14.68667;4;02.Jan.2027
468.5;14.6871;4;02.Jan.2027
469.0;14.68752;4;02.Jan.2027
469.5;14.68793;4;02.Jan.2027
470.0;14.68835;4;02.Jan.2027
470.5;14.68877;4;02.Jan.2027
471.0;14.68918;4;02.Jan.2027
471.5;14.68959;4;02.Jan.2027
472.0;14.69;4;02.Jan.2027
472.5;14.69041;4;02.Jan.2027
473.0;14.69081;4;02.Jan.2027
473.5;14.69122;4;02.Jan.2027
474.0;14.69162;4;02.Jan.2027
474.5;14.69202;4;02.Jan.2027
475.0;14.69241;4;02.Jan.2027
475.5;14.69281;4;02.Jan.2027
476.0;14.6932;4;02.Jan.2027
476.5;14.69359;4;02.Jan.2027
477.0;14.69398;4;02.Jan.2027
477.5;14.69436;4;02.Jan.2027
478.0;14.69475;4;02.Jan.2027
478.5;14.69513;4;02.Jan.2027
479.0;14.69551;4;02.Jan.2027
479.5;14.69588;4;02.Jan.2027
480.0;14.69626;4;02.Jan.2027
480.5;14.69663;4;02.Jan.2027
481.0;14.697;4;02.Jan.2027
481.5;14.69736;4;02.Jan.2027
482.0;14.69773;4;02.Jan.2027
482.5;14.69809;4;02.Jan.2027
483.0;14.69844;4;02.Jan.2027
483.5;14.6988;4;02.Jan.2027
484.0;14.69915;4;02.Jan.2027
484.5;14.6995;4;02.Jan.2027
485.0;14.69985;4;02.Jan.2027
485.5;14.7002;4;02.Jan.2027
486.0;14.70054;4;02.Jan.2027
486.5;14.70088;4;02.Jan.2027
487.0;14.70121;4;02.Jan.2027
487.5;14.70155;4;02.Jan.2027
488.0;14.70188;4;02.Jan.2027
488.5;14.7022;4;02.Jan.2027
489.0;14.70253;4;02.Jan.2027
489.5;14.70285;4;02.Jan.2027
490.0;14.70317;4;02.Jan.2027
490.5;14.70349;4;02.Jan.2027
491.0;14.7038;4;02.Jan.2027
491.5;14.70411;4;02.Jan.2027
492.0;14.70442;4;02.Jan.2027
492.5;14.70472;4;02.Jan.2027
493.0;14.70502;4;02.Jan.2027
493.5;14.70532;4;02.Jan.2027
494.0;14.70562;4;02.Jan.2027
494.5;14.70591;4;02.Jan.2027
495.0;14.7062;4;02.Jan.2027
495.5;14.70648;4;02.Jan.2027
496.0;14.70677;4;02.Jan.2027
496.5;14.70705;4;02.Jan.2027
497.0;14.70733;4;02.Jan.2027
497.5;14.7076;4;02.Jan.2027
498.0;14.70787;4;02.Jan.2027
498.5;14.70814;4;02.Jan.2027
499.0;14.7084;4;02.Jan.2027
499.5;14.70866;4;02.Jan.2027
