M:\Spring_2022\H2_Project\Case_3_Final\H2_H2O_Case3_noPC_final_v13_volmodifier.sr3
Time (day);{15, 1, 26}-Gas Saturation;{15, 1, 1}-Gas Saturation
27.208334;5.21523E-07;5.08431E-07
27.25;5.21452E-07;5.08359E-07
27.291666;5.21381E-07;5.08288E-07
27.333334;5.21311E-07;5.08217E-07
27.375;5.21241E-07;5.08146E-07
27.416666;5.21171E-07;5.08076E-07
27.458334;5.21102E-07;5.08006E-07
27.5;5.21033E-07;5.07937E-07
27.541666;5.20964E-07;5.07867E-07
27.583334;5.20896E-07;5.07798E-07
27.625;5.20827E-07;5.07729E-07
27.666666;5.20759E-07;5.0766E-07
27.708334;5.2069E-07;5.07591E-07
27.75;5.20622E-07;5.07522E-07
27.791666;5.20553E-07;5.07453E-07
27.833334;5.20485E-07;5.07384E-07
27.875;5.20416E-07;5.07315E-07
27.916666;5.20348E-07;5.07246E-07
27.958334;5.20279E-07;5.07177E-07
28;5.2021E-07;5.07107E-07
28.041666;5.20141E-07;5.07038E-07
28.083334;5.20072E-07;5.06968E-07
28.125;5.20003E-07;5.06898E-07
28.166666;5.19934E-07;5.06828E-07
28.208334;5.19865E-07;5.06759E-07
28.25;5.19798E-07;5.06691E-07
28.291666;5.1973E-07;5.06623E-07
28.333334;5.19663E-07;5.06556E-07
28.375;5.19596E-07;5.06488E-07
28.416666;5.19529E-07;5.06421E-07
28.458334;5.19463E-07;5.06354E-07
28.5;5.19396E-07;5.06287E-07
28.541666;5.1933E-07;5.0622E-07
28.583334;5.19266E-07;5.06155E-07
28.625;5.19203E-07;5.06091E-07
28.666666;5.19139E-07;5.06027E-07
28.708334;5.19074E-07;5.05961E-07
28.75;5.19007E-07;5.05894E-07
28.791666;5.1894E-07;5.05826E-07
28.833334;5.18873E-07;5.05759E-07
28.875;5.18806E-07;5.05691E-07
28.916666;5.18739E-07;5.05623E-07
28.958334;5.18672E-07;5.05556E-07
29;5.18605E-07;5.05489E-07
29.041666;5.18539E-07;5.05422E-07
29.083334;5.18472E-07;5.05355E-07
29.125;5.18404E-07;5.05287E-07
29.166666;5.18337E-07;5.05219E-07
29.208334;5.18269E-07;5.05152E-07
29.25;5.18202E-07;5.05083E-07
29.291666;5.18133E-07;5.05015E-07
29.333334;5.18065E-07;5.04946E-07
29.375;5.17996E-07;5.04876E-07
29.416666;5.17927E-07;5.04807E-07
29.458334;5.17857E-07;5.04737E-07
29.5;5.17788E-07;5.04667E-07
29.541666;5.17718E-07;5.04597E-07
29.583334;5.17647E-07;5.04526E-07
29.625;5.17577E-07;5.04455E-07
29.666666;5.17506E-07;5.04384E-07
29.708334;5.17436E-07;5.04314E-07
29.75;5.17366E-07;5.04243E-07
29.791666;5.17296E-07;5.04173E-07
29.833334;5.17227E-07;5.04103E-07
29.875;5.17157E-07;5.04033E-07
29.916666;5.17088E-07;5.03964E-07
29.958334;5.17019E-07;5.03894E-07
30;5.1695E-07;5.03825E-07
31;5.153E-07;5.02165E-07
32;5.13543E-07;5.00394E-07
33;5.11804E-07;4.98643E-07
34;5.10262E-07;4.97081E-07
35;5.08915E-07;4.95747E-07
36;5.07666E-07;4.94488E-07
37;5.06495E-07;4.93301E-07
38;5.05411E-07;4.92185E-07
39;5.04314E-07;4.91061E-07
40;5.03256E-07;0.000420445
41;5.02151E-07;0.005892348
42;5.01033E-07;0.029937387
43;4.99902E-07;0.076649189
44;4.98831E-07;0.142209217
45;4.97848E-07;0.223786145
46;4.969E-07;0.313442767
47;4.96048E-07;0.403307408
48;4.95233E-07;0.473792553
49;4.94446E-07;0.501361907
50;4.93738E-07;0.533384204
51;4.93015E-07;0.551315069
52;4.92359E-07;0.568252683
53;4.91722E-07;0.581673622
54;4.91021E-07;0.593136609
55;4.90406E-07;0.603237092
56;4.8981E-07;0.61221683
57;4.89153E-07;0.620148003
58;4.88608E-07;0.627349317
59;4.88111E-07;0.633835435
60;4.87573E-07;0.639786184
61;4.87133E-07;0.645241678
62;4.86694E-07;0.650242448
63;4.86285E-07;0.654901743
64;4.85922E-07;0.659238875
65;4.85563E-07;0.663277745
66;4.85236E-07;0.667040646
67;4.84918E-07;0.670598626
68;4.84597E-07;0.673955739
69;4.84326E-07;0.677125692
70;4.84056E-07;0.68011862
71;4.83765E-07;0.682944715
72;4.83529E-07;0.685613394
73;4.83277E-07;0.688190579
74;4.83029E-07;0.690653205
75;4.82816E-07;0.693005323
76;4.82618E-07;0.695251822
77;4.82447E-07;0.697397769
78;4.82256E-07;0.699448049
79;4.82111E-07;0.701407194
80;4.81977E-07;0.703312695
81;4.81839E-07;0.705152094
82;4.81715E-07;0.706927598
83;4.81636E-07;0.708641469
84;4.81546E-07;0.710295856
85;4.81426E-07;0.711892188
86;4.81351E-07;0.713432491
87;4.813E-07;0.71491909
88;4.81236E-07;0.716354191
89;4.81176E-07;0.717739046
90;4.81105E-07;0.719096363
91;4.81072E-07;0.720417798
92;4.81046E-07;0.721704125
93;4.81003E-07;0.7229563
94;4.80965E-07;0.724175632
95;4.80937E-07;0.72536248
96;4.80931E-07;0.726517856
97;4.80917E-07;0.727642655
98;4.80912E-07;0.728737712
99;4.80904E-07;0.729803264
100;4.80914E-07;0.730840504
101;4.8093E-07;0.731850088
102;4.80942E-07;0.732832611
103;4.80968E-07;0.733788908
104;4.80993E-07;0.734729528
105;4.81023E-07;0.735651731
106;4.81069E-07;0.736555696
107;4.81105E-07;0.737441957
108;4.81152E-07;0.738310754
109;4.81206E-07;0.739162445
110;4.81259E-07;0.739997327
111;4.81313E-07;0.740815818
112;4.8137E-07;0.741618216
113;4.81429E-07;0.742404819
114;4.81488E-07;0.743176043
115;4.81551E-07;0.743932068
116;4.81622E-07;0.744673312
117;4.81697E-07;0.745399833
118;4.8178E-07;0.746112287
119;4.81858E-07;0.746810496
120;4.81932E-07;0.747494459
121;4.82017E-07;0.748164713
122;4.82096E-07;0.748821795
123;4.82183E-07;0.749465764
124;4.82277E-07;0.750096977
125;5.06619E-07;0.750719786
126;1.53122E-06;0.751343071
127;8.90088E-06;0.751957476
128;5.71155E-05;0.752563
129;0.000171484;0.753159881
130;0.000409156;0.753748119
131;0.000860395;0.754327953
132;0.001821138;0.754899502
133;0.003592495;0.755462825
134;0.006348141;0.756018043
135;0.010651246;0.756565332
136;0.016933728;0.757104814
137;0.025241276;0.757636487
138;0.036056805;0.758160591
139;0.049233682;0.758677185
140;0.064735435;0.759186327
141;0.082472727;0.759688199
142;0.102283031;0.760182858
143;0.123785332;0.760670483
144;0.146854714;0.761151135
145;0.17080757;0.761624873
146;0.194090799;0.762091756
147;0.21591796;0.762552023
148;0.235286236;0.763005674
149;0.250861287;0.763452828
150;0.264204055;0.763893604
151;0.276130766;0.764328063
152;0.286308646;0.764756322
153;0.295584887;0.765178442
154;0.305011719;0.765594363
155;0.315717399;0.766004324
156;0.328228503;0.766408324
157;0.34197858;0.766806483
158;0.356770277;0.767199576
159;0.371695757;0.767588794
160;0.385959685;0.767974198
161;0.400045753;0.768355846
162;0.41317299;0.76873368
163;0.426011503;0.769107819
164;0.43818897;0.769478261
165;0.449898154;0.769845068
166;0.460961849;0.77020824
167;0.470950663;0.770567834
168;0.480390072;0.770923913
169;0.488851607;0.771276534
170;0.496608436;0.771625698
171;0.50343436;0.771971405
172;0.509747088;0.772313714
173;0.515438795;0.772652626
174;0.520529389;0.77298826
175;0.525234401;0.773320556
176;0.529438436;0.773649573
177;0.533220172;0.773975372
178;0.536592245;0.774298012
179;0.5397771;0.774617434
180;0.542670965;0.774933755
181;0.545324206;0.775246918
182;0.547733963;0.775557041
183;0.549942136;0.775864124
184;0.551959217;0.776168168
185;0.553891718;0.776469231
186;0.555705607;0.776767373
187;0.557403147;0.777062595
188;0.558968961;0.777354836
189;0.56042999;0.777644277
190;0.561795652;0.777930856
191;0.563074827;0.778214633
192;0.564279795;0.77849561
193;0.565414608;0.778773785
194;0.566489339;0.779049277
195;0.567511499;0.779322088
196;0.568507195;0.779592156
197;0.569484174;0.779859662
198;0.570419252;0.780124485
199;0.571339905;0.780386686
200;0.572222769;0.780646384
201;0.573094308;0.780903459
202;0.573931634;0.78115809
203;0.574655414;0.781410158
204;0.575470865;0.781659782
205;0.576175332;0.781906962
206;0.576964676;0.782151699
207;0.577646077;0.782393992
208;0.578448057;0.78263396
209;0.579112768;0.782871485
210;0.579879344;0.783106685
211;0.580503404;0.78333956
212;0.581225574;0.78357017
213;0.581818342;0.783799291
214;0.582508743;0.784026921
215;0.58317703;0.78425318
216;0.583826602;0.784477949
217;0.584471881;0.784701288
218;0.585116684;0.784923136
219;0.585757673;0.785143614
220;0.586400986;0.78536272
221;0.587039351;0.785580397
222;0.587678492;0.785796642
223;0.588311553;0.786011517
224;0.588941574;0.78622508
225;0.58956778;0.786437213
226;0.590189397;0.786647975
227;0.59080559;0.786857486
228;0.591415703;0.787065566
229;0.592019141;0.787272394
230;0.592615306;0.787477851
231;0.593203962;0.787681997
232;0.593783379;0.787884891
233;0.594352782;0.788086474
234;0.594911814;0.788286746
235;0.595460653;0.788485765
236;0.595999599;0.788683474
237;0.596529126;0.788879931
238;0.597045243;0.789075136
239;0.597544432;0.78926909
240;0.598029912;0.789461792
241;0.598504245;0.789653242
242;0.598969758;0.7898435
243;0.599428117;0.790032566
244;0.599880815;0.79022038
245;0.600329041;0.790407062
246;0.600780725;0.790592492
247;0.601238191;0.790776789
248;0.601700664;0.790959895
249;0.602167666;0.791141808
250;0.602638364;0.791322589
251;0.6031124;0.791502178
252;0.603588939;0.791680694
253;0.604067445;0.791858017
254;0.604547441;0.792034209
255;0.605028331;0.792209268
256;0.605509758;0.792383194
257;0.605991066;0.792556047
258;0.606471658;0.792727768
259;0.606951118;0.792898417
260;0.607428849;0.793067932
261;0.607904255;0.793236375
262;0.608376861;0.793403804
263;0.608846188;0.793570101
264;0.609311759;0.793735385
265;0.609773457;0.793899596
266;0.610230863;0.794062734
267;0.610682964;0.794224858
268;0.611129224;0.79438597
269;0.611569166;0.794546008
270;0.612002671;0.794705093
271;0.612429798;0.794863105
272;0.612850726;0.795020163
273;0.613265574;0.795176148
274;0.6136747;0.79533118
275;0.614071488;0.795485199
276;0.614457905;0.795638263
277;0.614835501;0.795790315
278;0.615205824;0.795941412
279;0.615570128;0.796091557
280;0.615929484;0.796240687
281;0.616284728;0.796388924
282;0.616636693;0.796536207
283;0.616985917;0.796682537
284;0.617339134;0.796827912
285;0.617696643;0.796972394
286;0.618058145;0.797115982
287;0.618423224;0.797258615
288;0.618791521;0.797400355
289;0.619162798;0.797541142
290;0.619536579;0.797681093
291;0.619912684;0.797820151
292;0.620290697;0.797958314
293;0.620670378;0.798095584
294;0.621051431;0.798231959
295;0.621433556;0.798367441
296;0.621816337;0.798502147
297;0.622199595;0.7986359
298;0.622582972;0.798768878
299;0.62296617;0.798900962
300;0.623348892;0.799032211
301;0.623730898;0.799162626
302;0.624111772;0.799292207
303;0.624491274;0.799420953
304;0.624869049;0.799548864
305;0.625244856;0.799676001
306;0.625618339;0.799802244
307;0.625989318;0.799927711
308;0.626357555;0.800052404
309;0.626722932;0.800176382
310;0.627085328;0.800299942
311;0.627444148;0.800422966
312;0.627799034;0.800545573
313;0.628149629;0.800667644
314;0.628495753;0.800789297
315;0.628837347;0.800910413
316;0.629174411;0.801031113
317;0.629507005;0.801151335
318;0.629835248;0.801271141
319;0.630159318;0.801390409
320;0.630479336;0.801509261
321;0.63079083;0.801627576
322;0.631094873;0.801745534
323;0.63139236;0.801862955
324;0.631684363;0.801979959
325;0.631971478;0.802096546
326;0.632254481;0.802212596
327;0.632533908;0.802328289
328;0.632810414;0.802443445
329;0.633084476;0.802558243
330;0.633356452;0.802672505
331;0.633627117;0.80278641
332;0.633901;0.802899837
333;0.634177983;0.803012848
334;0.634457886;0.803125381
335;0.634740412;0.803237557
336;0.635025561;0.803349197
337;0.635313034;0.803460479
338;0.635602653;0.803571284
339;0.635894239;0.803681731
340;0.636187732;0.803791702
341;0.636482835;0.803901255
342;0.636779428;0.804010391
343;0.637077332;0.804119051
344;0.637376428;0.804227352
345;0.637676477;0.804335237
346;0.637977362;0.804442704
347;0.638278961;0.804549694
348;0.638580978;0.804656327
349;0.638883293;0.804762542
350;0.639185727;0.80486834
351;0.639488101;0.804973722
352;0.639790297;0.805078685
353;0.640092134;0.805183232
354;0.640393436;0.805287421
355;0.640694082;0.805391192
356;0.640993834;0.805494547
357;0.641292632;0.805597484
358;0.641590178;0.805700064
359;0.641886413;0.805802226
360;0.642181098;0.805903971
361;0.642474055;0.806005359
362;0.642765284;0.806106329
363;0.643054545;0.806206942
364;0.64334178;0.806307137
365;0.643621564;0.806402564
396;0.650793433;0.809118927
424;0.656957388;0.811390579
455;0.662921429;0.813668787
485;0.668521523;0.815655291
516;0.673777342;0.817486167
546;0.678497374;0.819165826
577;0.682720542;0.82079035
608;0.686589062;0.822291493
638;0.690409422;0.823622644
669;0.69425261;0.824957848
699;0.697360992;0.826136172
730;0.700213432;0.827318788
