TOPS        GAS_DEN    Group Index   Group Description     
438.50000   8.42751    2             31.Jan 2022 - 00:00:00
439.00000   8.63294    2             31.Jan 2022 - 00:00:00
439.50000   8.84530    2             31.Jan 2022 - 00:00:00
440.00000   9.06467    2             31.Jan 2022 - 00:00:00
440.50000   9.29117    2             31.Jan 2022 - 00:00:00
441.00000   9.52485    2             31.Jan 2022 - 00:00:00
441.50000   9.76577    2             31.Jan 2022 - 00:00:00
442.00000   10.01395   2             31.Jan 2022 - 00:00:00
442.50000   10.26937   2             31.Jan 2022 - 00:00:00
443.00000   10.53201   2             31.Jan 2022 - 00:00:00
443.50000   10.80177   2             31.Jan 2022 - 00:00:00
444.00000   11.07853   2             31.Jan 2022 - 00:00:00
444.50000   11.36212   2             31.Jan 2022 - 00:00:00
445.00000   11.65230   2             31.Jan 2022 - 00:00:00
445.50000   11.94880   2             31.Jan 2022 - 00:00:00
446.00000   12.25124   2             31.Jan 2022 - 00:00:00
446.50000   12.55921   2             31.Jan 2022 - 00:00:00
447.00000   12.87220   2             31.Jan 2022 - 00:00:00
447.50000   13.18963   2             31.Jan 2022 - 00:00:00
448.00000   13.51085   2             31.Jan 2022 - 00:00:00
448.50000   13.83514   2             31.Jan 2022 - 00:00:00
449.00000   14.16169   2             31.Jan 2022 - 00:00:00
449.50000   14.48964   2             31.Jan 2022 - 00:00:00
450.00000   14.81810   2             31.Jan 2022 - 00:00:00
450.50000   15.14614   2             31.Jan 2022 - 00:00:00
451.00000   15.47286   2             31.Jan 2022 - 00:00:00
451.50000   15.79739   2             31.Jan 2022 - 00:00:00
452.00000   16.11892   2             31.Jan 2022 - 00:00:00
452.50000   16.43672   2             31.Jan 2022 - 00:00:00
453.00000   16.75013   2             31.Jan 2022 - 00:00:00
453.50000   17.05856   2             31.Jan 2022 - 00:00:00
454.00000   17.36150   2             31.Jan 2022 - 00:00:00
454.50000   17.65853   2             31.Jan 2022 - 00:00:00
455.00000   17.94928   2             31.Jan 2022 - 00:00:00
455.50000   18.23346   2             31.Jan 2022 - 00:00:00
456.00000   18.51083   2             31.Jan 2022 - 00:00:00
456.50000   18.78121   2             31.Jan 2022 - 00:00:00
457.00000   19.04448   2             31.Jan 2022 - 00:00:00
457.50000   19.30055   2             31.Jan 2022 - 00:00:00
458.00000   19.54938   2             31.Jan 2022 - 00:00:00
458.50000   19.79096   2             31.Jan 2022 - 00:00:00
459.00000   20.02531   2             31.Jan 2022 - 00:00:00
459.50000   20.25249   2             31.Jan 2022 - 00:00:00
460.00000   20.47256   2             31.Jan 2022 - 00:00:00
460.50000   20.68562   2             31.Jan 2022 - 00:00:00
461.00000   20.89178   2             31.Jan 2022 - 00:00:00
461.50000   21.09115   2             31.Jan 2022 - 00:00:00
462.00000   21.28387   2             31.Jan 2022 - 00:00:00
462.50000   21.47009   2             31.Jan 2022 - 00:00:00
463.00000   21.64996   2             31.Jan 2022 - 00:00:00
463.50000   21.82362   2             31.Jan 2022 - 00:00:00
464.00000   21.99123   2             31.Jan 2022 - 00:00:00
464.50000   22.15297   2             31.Jan 2022 - 00:00:00
465.00000   22.30899   2             31.Jan 2022 - 00:00:00
465.50000   22.45946   2             31.Jan 2022 - 00:00:00
466.00000   22.60454   2             31.Jan 2022 - 00:00:00
466.50000   22.74439   2             31.Jan 2022 - 00:00:00
467.00000   22.87918   2             31.Jan 2022 - 00:00:00
467.50000   23.00906   2             31.Jan 2022 - 00:00:00
468.00000   23.13419   2             31.Jan 2022 - 00:00:00
468.50000   23.25472   2             31.Jan 2022 - 00:00:00
469.00000   23.37081   2             31.Jan 2022 - 00:00:00
469.50000   23.48261   2             31.Jan 2022 - 00:00:00
470.00000   23.59025   2             31.Jan 2022 - 00:00:00
470.50000   23.69387   2             31.Jan 2022 - 00:00:00
471.00000   23.79362   2             31.Jan 2022 - 00:00:00
471.50000   23.88963   2             31.Jan 2022 - 00:00:00
472.00000   23.98201   2             31.Jan 2022 - 00:00:00
472.50000   24.07091   2             31.Jan 2022 - 00:00:00
473.00000   24.15644   2             31.Jan 2022 - 00:00:00
473.50000   24.23871   2             31.Jan 2022 - 00:00:00
474.00000   24.31784   2             31.Jan 2022 - 00:00:00
474.50000   24.39395   2             31.Jan 2022 - 00:00:00
475.00000   24.46713   2             31.Jan 2022 - 00:00:00
475.50000   24.53748   2             31.Jan 2022 - 00:00:00
476.00000   24.60512   2             31.Jan 2022 - 00:00:00
476.50000   24.67012   2             31.Jan 2022 - 00:00:00
477.00000   24.73258   2             31.Jan 2022 - 00:00:00
477.50000   24.79260   2             31.Jan 2022 - 00:00:00
478.00000   24.85025   2             31.Jan 2022 - 00:00:00
478.50000   24.90561   2             31.Jan 2022 - 00:00:00
479.00000   24.95878   2             31.Jan 2022 - 00:00:00
479.50000   25.00981   2             31.Jan 2022 - 00:00:00
480.00000   25.05879   2             31.Jan 2022 - 00:00:00
480.50000   25.10578   2             31.Jan 2022 - 00:00:00
481.00000   25.15085   2             31.Jan 2022 - 00:00:00
481.50000   25.19407   2             31.Jan 2022 - 00:00:00
482.00000   25.23549   2             31.Jan 2022 - 00:00:00
482.50000   25.27518   2             31.Jan 2022 - 00:00:00
483.00000   25.31318   2             31.Jan 2022 - 00:00:00
483.50000   25.34957   2             31.Jan 2022 - 00:00:00
484.00000   25.38438   2             31.Jan 2022 - 00:00:00
484.50000   25.41767   2             31.Jan 2022 - 00:00:00
485.00000   25.44949   2             31.Jan 2022 - 00:00:00
485.50000   25.47987   2             31.Jan 2022 - 00:00:00
486.00000   25.50887   2             31.Jan 2022 - 00:00:00
486.50000   25.53652   2             31.Jan 2022 - 00:00:00
487.00000   25.56287   2             31.Jan 2022 - 00:00:00
487.50000   25.58795   2             31.Jan 2022 - 00:00:00
488.00000   25.61179   2             31.Jan 2022 - 00:00:00
488.50000   25.63444   2             31.Jan 2022 - 00:00:00
489.00000   25.65592   2             31.Jan 2022 - 00:00:00
489.50000   25.67626   2             31.Jan 2022 - 00:00:00
490.00000   25.69549   2             31.Jan 2022 - 00:00:00
490.50000   25.71364   2             31.Jan 2022 - 00:00:00
491.00000   25.73074   2             31.Jan 2022 - 00:00:00
491.50000   25.74680   2             31.Jan 2022 - 00:00:00
492.00000   25.76185   2             31.Jan 2022 - 00:00:00
492.50000   25.77592   2             31.Jan 2022 - 00:00:00
493.00000   25.78901   2             31.Jan 2022 - 00:00:00
493.50000   25.80115   2             31.Jan 2022 - 00:00:00
494.00000   25.81236   2             31.Jan 2022 - 00:00:00
494.50000   25.82265   2             31.Jan 2022 - 00:00:00
495.00000   25.83203   2             31.Jan 2022 - 00:00:00
495.50000   25.84052   2             31.Jan 2022 - 00:00:00
496.00000   25.84813   2             31.Jan 2022 - 00:00:00
496.50000   25.85486   2             31.Jan 2022 - 00:00:00
497.00000   25.86073   2             31.Jan 2022 - 00:00:00
497.50000   25.86574   2             31.Jan 2022 - 00:00:00
498.00000   25.86991   2             31.Jan 2022 - 00:00:00
498.50000   25.87323   2             31.Jan 2022 - 00:00:00
499.00000   25.87570   2             31.Jan 2022 - 00:00:00
499.50000   25.87734   2             31.Jan 2022 - 00:00:00
400.00000   12.78972   3             02.Jan 2023 - 00:00:00
400.50000   12.79037   3             02.Jan 2023 - 00:00:00
401.00000   12.79149   3             02.Jan 2023 - 00:00:00
401.50000   12.79306   3             02.Jan 2023 - 00:00:00
402.00000   12.79508   3             02.Jan 2023 - 00:00:00
402.50000   12.79757   3             02.Jan 2023 - 00:00:00
403.00000   12.80051   3             02.Jan 2023 - 00:00:00
403.50000   12.80391   3             02.Jan 2023 - 00:00:00
404.00000   12.80776   3             02.Jan 2023 - 00:00:00
404.50000   12.81207   3             02.Jan 2023 - 00:00:00
405.00000   12.81683   3             02.Jan 2023 - 00:00:00
405.50000   12.82204   3             02.Jan 2023 - 00:00:00
406.00000   12.82770   3             02.Jan 2023 - 00:00:00
406.50000   12.83381   3             02.Jan 2023 - 00:00:00
407.00000   12.84037   3             02.Jan 2023 - 00:00:00
407.50000   12.84738   3             02.Jan 2023 - 00:00:00
408.00000   12.85483   3             02.Jan 2023 - 00:00:00
408.50000   12.86273   3             02.Jan 2023 - 00:00:00
409.00000   12.87106   3             02.Jan 2023 - 00:00:00
409.50000   12.87984   3             02.Jan 2023 - 00:00:00
410.00000   12.88905   3             02.Jan 2023 - 00:00:00
410.50000   12.89870   3             02.Jan 2023 - 00:00:00
411.00000   12.90878   3             02.Jan 2023 - 00:00:00
411.50000   12.91929   3             02.Jan 2023 - 00:00:00
412.00000   12.93023   3             02.Jan 2023 - 00:00:00
412.50000   12.94159   3             02.Jan 2023 - 00:00:00
413.00000   12.95337   3             02.Jan 2023 - 00:00:00
413.50000   12.96558   3             02.Jan 2023 - 00:00:00
414.00000   12.97820   3             02.Jan 2023 - 00:00:00
414.50000   12.99123   3             02.Jan 2023 - 00:00:00
415.00000   13.00468   3             02.Jan 2023 - 00:00:00
415.50000   13.01853   3             02.Jan 2023 - 00:00:00
416.00000   13.03279   3             02.Jan 2023 - 00:00:00
416.50000   13.04744   3             02.Jan 2023 - 00:00:00
417.00000   13.06250   3             02.Jan 2023 - 00:00:00
417.50000   13.07794   3             02.Jan 2023 - 00:00:00
418.00000   13.09378   3             02.Jan 2023 - 00:00:00
418.50000   13.11000   3             02.Jan 2023 - 00:00:00
419.00000   13.12660   3             02.Jan 2023 - 00:00:00
419.50000   13.14358   3             02.Jan 2023 - 00:00:00
420.00000   13.16094   3             02.Jan 2023 - 00:00:00
420.50000   13.17866   3             02.Jan 2023 - 00:00:00
421.00000   13.19675   3             02.Jan 2023 - 00:00:00
421.50000   13.21519   3             02.Jan 2023 - 00:00:00
422.00000   13.23400   3             02.Jan 2023 - 00:00:00
422.50000   13.25315   3             02.Jan 2023 - 00:00:00
423.00000   13.27266   3             02.Jan 2023 - 00:00:00
423.50000   13.29250   3             02.Jan 2023 - 00:00:00
424.00000   13.31268   3             02.Jan 2023 - 00:00:00
424.50000   13.33320   3             02.Jan 2023 - 00:00:00
425.00000   13.35404   3             02.Jan 2023 - 00:00:00
425.50000   13.37521   3             02.Jan 2023 - 00:00:00
426.00000   13.39669   3             02.Jan 2023 - 00:00:00
426.50000   13.41848   3             02.Jan 2023 - 00:00:00
427.00000   13.44058   3             02.Jan 2023 - 00:00:00
427.50000   13.46298   3             02.Jan 2023 - 00:00:00
428.00000   13.48568   3             02.Jan 2023 - 00:00:00
428.50000   13.50866   3             02.Jan 2023 - 00:00:00
429.00000   13.53194   3             02.Jan 2023 - 00:00:00
429.50000   13.55549   3             02.Jan 2023 - 00:00:00
430.00000   13.57931   3             02.Jan 2023 - 00:00:00
430.50000   13.60340   3             02.Jan 2023 - 00:00:00
431.00000   13.62776   3             02.Jan 2023 - 00:00:00
431.50000   13.65236   3             02.Jan 2023 - 00:00:00
432.00000   13.67722   3             02.Jan 2023 - 00:00:00
432.50000   13.70232   3             02.Jan 2023 - 00:00:00
433.00000   13.72766   3             02.Jan 2023 - 00:00:00
433.50000   13.75323   3             02.Jan 2023 - 00:00:00
434.00000   13.77903   3             02.Jan 2023 - 00:00:00
434.50000   13.80505   3             02.Jan 2023 - 00:00:00
435.00000   13.83127   3             02.Jan 2023 - 00:00:00
435.50000   13.85771   3             02.Jan 2023 - 00:00:00
436.00000   13.88434   3             02.Jan 2023 - 00:00:00
436.50000   13.91116   3             02.Jan 2023 - 00:00:00
437.00000   13.93818   3             02.Jan 2023 - 00:00:00
437.50000   13.96537   3             02.Jan 2023 - 00:00:00
438.00000   13.99273   3             02.Jan 2023 - 00:00:00
438.50000   14.02026   3             02.Jan 2023 - 00:00:00
439.00000   14.04796   3             02.Jan 2023 - 00:00:00
439.50000   14.07580   3             02.Jan 2023 - 00:00:00
440.00000   14.10379   3             02.Jan 2023 - 00:00:00
440.50000   14.13192   3             02.Jan 2023 - 00:00:00
441.00000   14.16019   3             02.Jan 2023 - 00:00:00
441.50000   14.18857   3             02.Jan 2023 - 00:00:00
442.00000   14.21708   3             02.Jan 2023 - 00:00:00
442.50000   14.24570   3             02.Jan 2023 - 00:00:00
443.00000   14.27443   3             02.Jan 2023 - 00:00:00
443.50000   14.30325   3             02.Jan 2023 - 00:00:00
444.00000   14.33216   3             02.Jan 2023 - 00:00:00
444.50000   14.36116   3             02.Jan 2023 - 00:00:00
445.00000   14.39023   3             02.Jan 2023 - 00:00:00
445.50000   14.41938   3             02.Jan 2023 - 00:00:00
446.00000   14.44858   3             02.Jan 2023 - 00:00:00
446.50000   14.47784   3             02.Jan 2023 - 00:00:00
447.00000   14.50715   3             02.Jan 2023 - 00:00:00
447.50000   14.53650   3             02.Jan 2023 - 00:00:00
448.00000   14.56588   3             02.Jan 2023 - 00:00:00
448.50000   14.59529   3             02.Jan 2023 - 00:00:00
449.00000   14.62472   3             02.Jan 2023 - 00:00:00
449.50000   14.65416   3             02.Jan 2023 - 00:00:00
450.00000   14.68361   3             02.Jan 2023 - 00:00:00
450.50000   14.71305   3             02.Jan 2023 - 00:00:00
451.00000   14.74249   3             02.Jan 2023 - 00:00:00
451.50000   14.77191   3             02.Jan 2023 - 00:00:00
452.00000   14.80130   3             02.Jan 2023 - 00:00:00
452.50000   14.83066   3             02.Jan 2023 - 00:00:00
453.00000   14.85999   3             02.Jan 2023 - 00:00:00
453.50000   14.88927   3             02.Jan 2023 - 00:00:00
454.00000   14.91850   3             02.Jan 2023 - 00:00:00
454.50000   14.94767   3             02.Jan 2023 - 00:00:00
455.00000   14.97677   3             02.Jan 2023 - 00:00:00
455.50000   15.00579   3             02.Jan 2023 - 00:00:00
456.00000   15.03474   3             02.Jan 2023 - 00:00:00
456.50000   15.06360   3             02.Jan 2023 - 00:00:00
457.00000   15.09236   3             02.Jan 2023 - 00:00:00
457.50000   15.12102   3             02.Jan 2023 - 00:00:00
458.00000   15.14958   3             02.Jan 2023 - 00:00:00
458.50000   15.17801   3             02.Jan 2023 - 00:00:00
459.00000   15.20632   3             02.Jan 2023 - 00:00:00
459.50000   15.23451   3             02.Jan 2023 - 00:00:00
460.00000   15.26255   3             02.Jan 2023 - 00:00:00
460.50000   15.29045   3             02.Jan 2023 - 00:00:00
461.00000   15.31821   3             02.Jan 2023 - 00:00:00
461.50000   15.34580   3             02.Jan 2023 - 00:00:00
462.00000   15.37323   3             02.Jan 2023 - 00:00:00
462.50000   15.40049   3             02.Jan 2023 - 00:00:00
463.00000   15.42757   3             02.Jan 2023 - 00:00:00
463.50000   15.45447   3             02.Jan 2023 - 00:00:00
464.00000   15.48118   3             02.Jan 2023 - 00:00:00
464.50000   15.50769   3             02.Jan 2023 - 00:00:00
465.00000   15.53399   3             02.Jan 2023 - 00:00:00
465.50000   15.56009   3             02.Jan 2023 - 00:00:00
466.00000   15.58597   3             02.Jan 2023 - 00:00:00
466.50000   15.61162   3             02.Jan 2023 - 00:00:00
467.00000   15.63705   3             02.Jan 2023 - 00:00:00
467.50000   15.66224   3             02.Jan 2023 - 00:00:00
468.00000   15.68719   3             02.Jan 2023 - 00:00:00
468.50000   15.71190   3             02.Jan 2023 - 00:00:00
469.00000   15.73635   3             02.Jan 2023 - 00:00:00
469.50000   15.76054   3             02.Jan 2023 - 00:00:00
470.00000   15.78446   3             02.Jan 2023 - 00:00:00
470.50000   15.80812   3             02.Jan 2023 - 00:00:00
471.00000   15.83149   3             02.Jan 2023 - 00:00:00
471.50000   15.85459   3             02.Jan 2023 - 00:00:00
472.00000   15.87739   3             02.Jan 2023 - 00:00:00
472.50000   15.89990   3             02.Jan 2023 - 00:00:00
473.00000   15.92211   3             02.Jan 2023 - 00:00:00
473.50000   15.94402   3             02.Jan 2023 - 00:00:00
474.00000   15.96562   3             02.Jan 2023 - 00:00:00
474.50000   15.98690   3             02.Jan 2023 - 00:00:00
475.00000   16.00786   3             02.Jan 2023 - 00:00:00
475.50000   16.02849   3             02.Jan 2023 - 00:00:00
476.00000   16.04879   3             02.Jan 2023 - 00:00:00
476.50000   16.06876   3             02.Jan 2023 - 00:00:00
477.00000   16.08839   3             02.Jan 2023 - 00:00:00
477.50000   16.10767   3             02.Jan 2023 - 00:00:00
478.00000   16.12660   3             02.Jan 2023 - 00:00:00
478.50000   16.14518   3             02.Jan 2023 - 00:00:00
479.00000   16.16339   3             02.Jan 2023 - 00:00:00
479.50000   16.18125   3             02.Jan 2023 - 00:00:00
480.00000   16.19873   3             02.Jan 2023 - 00:00:00
480.50000   16.21584   3             02.Jan 2023 - 00:00:00
481.00000   16.23258   3             02.Jan 2023 - 00:00:00
481.50000   16.24893   3             02.Jan 2023 - 00:00:00
482.00000   16.26490   3             02.Jan 2023 - 00:00:00
482.50000   16.28049   3             02.Jan 2023 - 00:00:00
483.00000   16.29567   3             02.Jan 2023 - 00:00:00
483.50000   16.31047   3             02.Jan 2023 - 00:00:00
484.00000   16.32486   3             02.Jan 2023 - 00:00:00
484.50000   16.33885   3             02.Jan 2023 - 00:00:00
485.00000   16.35244   3             02.Jan 2023 - 00:00:00
485.50000   16.36561   3             02.Jan 2023 - 00:00:00
486.00000   16.37837   3             02.Jan 2023 - 00:00:00
486.50000   16.39071   3             02.Jan 2023 - 00:00:00
487.00000   16.40264   3             02.Jan 2023 - 00:00:00
487.50000   16.41414   3             02.Jan 2023 - 00:00:00
488.00000   16.42522   3             02.Jan 2023 - 00:00:00
488.50000   16.43588   3             02.Jan 2023 - 00:00:00
489.00000   16.44610   3             02.Jan 2023 - 00:00:00
489.50000   16.45589   3             02.Jan 2023 - 00:00:00
490.00000   16.46524   3             02.Jan 2023 - 00:00:00
490.50000   16.47416   3             02.Jan 2023 - 00:00:00
491.00000   16.48264   3             02.Jan 2023 - 00:00:00
491.50000   16.49067   3             02.Jan 2023 - 00:00:00
492.00000   16.49826   3             02.Jan 2023 - 00:00:00
492.50000   16.50541   3             02.Jan 2023 - 00:00:00
493.00000   16.51211   3             02.Jan 2023 - 00:00:00
493.50000   16.51837   3             02.Jan 2023 - 00:00:00
494.00000   16.52417   3             02.Jan 2023 - 00:00:00
494.50000   16.52952   3             02.Jan 2023 - 00:00:00
495.00000   16.53442   3             02.Jan 2023 - 00:00:00
495.50000   16.53886   3             02.Jan 2023 - 00:00:00
496.00000   16.54285   3             02.Jan 2023 - 00:00:00
496.50000   16.54639   3             02.Jan 2023 - 00:00:00
497.00000   16.54947   3             02.Jan 2023 - 00:00:00
497.50000   16.55209   3             02.Jan 2023 - 00:00:00
498.00000   16.55425   3             02.Jan 2023 - 00:00:00
498.50000   16.55595   3             02.Jan 2023 - 00:00:00
499.00000   16.55720   3             02.Jan 2023 - 00:00:00
499.50000   16.55799   3             02.Jan 2023 - 00:00:00
400.00000   14.63346   4             02.Jan 2027 - 00:00:00
400.50000   14.63373   4             02.Jan 2027 - 00:00:00
401.00000   14.63399   4             02.Jan 2027 - 00:00:00
401.50000   14.63425   4             02.Jan 2027 - 00:00:00
402.00000   14.63452   4             02.Jan 2027 - 00:00:00
402.50000   14.63479   4             02.Jan 2027 - 00:00:00
403.00000   14.63507   4             02.Jan 2027 - 00:00:00
403.50000   14.63534   4             02.Jan 2027 - 00:00:00
404.00000   14.63562   4             02.Jan 2027 - 00:00:00
404.50000   14.63591   4             02.Jan 2027 - 00:00:00
405.00000   14.63619   4             02.Jan 2027 - 00:00:00
405.50000   14.63648   4             02.Jan 2027 - 00:00:00
406.00000   14.63677   4             02.Jan 2027 - 00:00:00
406.50000   14.63707   4             02.Jan 2027 - 00:00:00
407.00000   14.63736   4             02.Jan 2027 - 00:00:00
407.50000   14.63766   4             02.Jan 2027 - 00:00:00
408.00000   14.63797   4             02.Jan 2027 - 00:00:00
408.50000   14.63827   4             02.Jan 2027 - 00:00:00
409.00000   14.63858   4             02.Jan 2027 - 00:00:00
409.50000   14.63889   4             02.Jan 2027 - 00:00:00
410.00000   14.63921   4             02.Jan 2027 - 00:00:00
410.50000   14.63952   4             02.Jan 2027 - 00:00:00
411.00000   14.63984   4             02.Jan 2027 - 00:00:00
411.50000   14.64016   4             02.Jan 2027 - 00:00:00
412.00000   14.64049   4             02.Jan 2027 - 00:00:00
412.50000   14.64082   4             02.Jan 2027 - 00:00:00
413.00000   14.64115   4             02.Jan 2027 - 00:00:00
413.50000   14.64148   4             02.Jan 2027 - 00:00:00
414.00000   14.64181   4             02.Jan 2027 - 00:00:00
414.50000   14.64215   4             02.Jan 2027 - 00:00:00
415.00000   14.64249   4             02.Jan 2027 - 00:00:00
415.50000   14.64284   4             02.Jan 2027 - 00:00:00
416.00000   14.64318   4             02.Jan 2027 - 00:00:00
416.50000   14.64353   4             02.Jan 2027 - 00:00:00
417.00000   14.64388   4             02.Jan 2027 - 00:00:00
417.50000   14.64423   4             02.Jan 2027 - 00:00:00
418.00000   14.64459   4             02.Jan 2027 - 00:00:00
418.50000   14.64495   4             02.Jan 2027 - 00:00:00
419.00000   14.64531   4             02.Jan 2027 - 00:00:00
419.50000   14.64567   4             02.Jan 2027 - 00:00:00
420.00000   14.64604   4             02.Jan 2027 - 00:00:00
420.50000   14.64641   4             02.Jan 2027 - 00:00:00
421.00000   14.64678   4             02.Jan 2027 - 00:00:00
421.50000   14.64715   4             02.Jan 2027 - 00:00:00
422.00000   14.64752   4             02.Jan 2027 - 00:00:00
422.50000   14.64790   4             02.Jan 2027 - 00:00:00
423.00000   14.64828   4             02.Jan 2027 - 00:00:00
423.50000   14.64866   4             02.Jan 2027 - 00:00:00
424.00000   14.64904   4             02.Jan 2027 - 00:00:00
424.50000   14.64943   4             02.Jan 2027 - 00:00:00
425.00000   14.64982   4             02.Jan 2027 - 00:00:00
425.50000   14.65020   4             02.Jan 2027 - 00:00:00
426.00000   14.65060   4             02.Jan 2027 - 00:00:00
426.50000   14.65099   4             02.Jan 2027 - 00:00:00
427.00000   14.65139   4             02.Jan 2027 - 00:00:00
427.50000   14.65178   4             02.Jan 2027 - 00:00:00
428.00000   14.65218   4             02.Jan 2027 - 00:00:00
428.50000   14.65258   4             02.Jan 2027 - 00:00:00
429.00000   14.65299   4             02.Jan 2027 - 00:00:00
429.50000   14.65339   4             02.Jan 2027 - 00:00:00
430.00000   14.65380   4             02.Jan 2027 - 00:00:00
430.50000   14.65420   4             02.Jan 2027 - 00:00:00
431.00000   14.65461   4             02.Jan 2027 - 00:00:00
431.50000   14.65503   4             02.Jan 2027 - 00:00:00
432.00000   14.65544   4             02.Jan 2027 - 00:00:00
432.50000   14.65585   4             02.Jan 2027 - 00:00:00
433.00000   14.65627   4             02.Jan 2027 - 00:00:00
433.50000   14.65669   4             02.Jan 2027 - 00:00:00
434.00000   14.65710   4             02.Jan 2027 - 00:00:00
434.50000   14.65753   4             02.Jan 2027 - 00:00:00
435.00000   14.65795   4             02.Jan 2027 - 00:00:00
435.50000   14.65837   4             02.Jan 2027 - 00:00:00
436.00000   14.65879   4             02.Jan 2027 - 00:00:00
436.50000   14.65922   4             02.Jan 2027 - 00:00:00
437.00000   14.65965   4             02.Jan 2027 - 00:00:00
437.50000   14.66007   4             02.Jan 2027 - 00:00:00
438.00000   14.66050   4             02.Jan 2027 - 00:00:00
438.50000   14.66093   4             02.Jan 2027 - 00:00:00
439.00000   14.66136   4             02.Jan 2027 - 00:00:00
439.50000   14.66179   4             02.Jan 2027 - 00:00:00
440.00000   14.66223   4             02.Jan 2027 - 00:00:00
440.50000   14.66266   4             02.Jan 2027 - 00:00:00
441.00000   14.66309   4             02.Jan 2027 - 00:00:00
441.50000   14.66353   4             02.Jan 2027 - 00:00:00
442.00000   14.66397   4             02.Jan 2027 - 00:00:00
442.50000   14.66440   4             02.Jan 2027 - 00:00:00
443.00000   14.66484   4             02.Jan 2027 - 00:00:00
443.50000   14.66528   4             02.Jan 2027 - 00:00:00
444.00000   14.66572   4             02.Jan 2027 - 00:00:00
444.50000   14.66616   4             02.Jan 2027 - 00:00:00
445.00000   14.66660   4             02.Jan 2027 - 00:00:00
445.50000   14.66704   4             02.Jan 2027 - 00:00:00
446.00000   14.66748   4             02.Jan 2027 - 00:00:00
446.50000   14.66792   4             02.Jan 2027 - 00:00:00
447.00000   14.66836   4             02.Jan 2027 - 00:00:00
447.50000   14.66880   4             02.Jan 2027 - 00:00:00
448.00000   14.66924   4             02.Jan 2027 - 00:00:00
448.50000   14.66968   4             02.Jan 2027 - 00:00:00
449.00000   14.67012   4             02.Jan 2027 - 00:00:00
449.50000   14.67057   4             02.Jan 2027 - 00:00:00
450.00000   14.67101   4             02.Jan 2027 - 00:00:00
450.50000   14.67145   4             02.Jan 2027 - 00:00:00
451.00000   14.67189   4             02.Jan 2027 - 00:00:00
451.50000   14.67233   4             02.Jan 2027 - 00:00:00
452.00000   14.67278   4             02.Jan 2027 - 00:00:00
452.50000   14.67322   4             02.Jan 2027 - 00:00:00
453.00000   14.67366   4             02.Jan 2027 - 00:00:00
453.50000   14.67410   4             02.Jan 2027 - 00:00:00
454.00000   14.67454   4             02.Jan 2027 - 00:00:00
454.50000   14.67498   4             02.Jan 2027 - 00:00:00
455.00000   14.67542   4             02.Jan 2027 - 00:00:00
455.50000   14.67586   4             02.Jan 2027 - 00:00:00
456.00000   14.67630   4             02.Jan 2027 - 00:00:00
456.50000   14.67674   4             02.Jan 2027 - 00:00:00
457.00000   14.67717   4             02.Jan 2027 - 00:00:00
457.50000   14.67761   4             02.Jan 2027 - 00:00:00
458.00000   14.67805   4             02.Jan 2027 - 00:00:00
458.50000   14.67848   4             02.Jan 2027 - 00:00:00
459.00000   14.67892   4             02.Jan 2027 - 00:00:00
459.50000   14.67935   4             02.Jan 2027 - 00:00:00
460.00000   14.67978   4             02.Jan 2027 - 00:00:00
460.50000   14.68022   4             02.Jan 2027 - 00:00:00
461.00000   14.68065   4             02.Jan 2027 - 00:00:00
461.50000   14.68108   4             02.Jan 2027 - 00:00:00
462.00000   14.68151   4             02.Jan 2027 - 00:00:00
462.50000   14.68194   4             02.Jan 2027 - 00:00:00
463.00000   14.68236   4             02.Jan 2027 - 00:00:00
463.50000   14.68279   4             02.Jan 2027 - 00:00:00
464.00000   14.68321   4             02.Jan 2027 - 00:00:00
464.50000   14.68364   4             02.Jan 2027 - 00:00:00
465.00000   14.68406   4             02.Jan 2027 - 00:00:00
465.50000   14.68448   4             02.Jan 2027 - 00:00:00
466.00000   14.68490   4             02.Jan 2027 - 00:00:00
466.50000   14.68532   4             02.Jan 2027 - 00:00:00
467.00000   14.68574   4             02.Jan 2027 - 00:00:00
467.50000   14.68615   4             02.Jan 2027 - 00:00:00
468.00000   14.68656   4             02.Jan 2027 - 00:00:00
468.50000   14.68698   4             02.Jan 2027 - 00:00:00
469.00000   14.68739   4             02.Jan 2027 - 00:00:00
469.50000   14.68780   4             02.Jan 2027 - 00:00:00
470.00000   14.68820   4             02.Jan 2027 - 00:00:00
470.50000   14.68861   4             02.Jan 2027 - 00:00:00
471.00000   14.68901   4             02.Jan 2027 - 00:00:00
471.50000   14.68941   4             02.Jan 2027 - 00:00:00
472.00000   14.68981   4             02.Jan 2027 - 00:00:00
472.50000   14.69021   4             02.Jan 2027 - 00:00:00
473.00000   14.69061   4             02.Jan 2027 - 00:00:00
473.50000   14.69100   4             02.Jan 2027 - 00:00:00
474.00000   14.69140   4             02.Jan 2027 - 00:00:00
474.50000   14.69179   4             02.Jan 2027 - 00:00:00
475.00000   14.69218   4             02.Jan 2027 - 00:00:00
475.50000   14.69256   4             02.Jan 2027 - 00:00:00
476.00000   14.69295   4             02.Jan 2027 - 00:00:00
476.50000   14.69333   4             02.Jan 2027 - 00:00:00
477.00000   14.69371   4             02.Jan 2027 - 00:00:00
477.50000   14.69409   4             02.Jan 2027 - 00:00:00
478.00000   14.69446   4             02.Jan 2027 - 00:00:00
478.50000   14.69484   4             02.Jan 2027 - 00:00:00
